RDA,mapping,MARC 21 Authority encoding string and recording method
rdae:P20451,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20510,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20293,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20444,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20503,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20017,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20432,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20491,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20294,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20421,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20480,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20035,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20401,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20460,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20022,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20437,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20496,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20279,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20422,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20481,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20013,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20429,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20488,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20019,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20434,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20493,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20039,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20410,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20469,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50095,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaw:P10010,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50421,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50012,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50229,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20054,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20447,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20506,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50013,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50014,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20056,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20450,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20509,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20018,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20433,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20492,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20050,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20445,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20504,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20052,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20417,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20476,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50309,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50358,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50333,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50324,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50315,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50337,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50341,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50341,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50349,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50349,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20305,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50353,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50345,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdap:P70009,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaw:P10315,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50218,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50359,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50336,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20304,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50327,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50318,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdap:P70016,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaw:P10314,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20473,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20327,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20406,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20465,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20025,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20441,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20500,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20471,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20276,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20402,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20461,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20024,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20439,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20498,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20258,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20419,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20478,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P51098,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P51099,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50009,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50063,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50371,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P51096,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P51097,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50015,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20031,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20423,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20482,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20023,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20438,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20497,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50288,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50423,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdaa:P50016,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20034,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20418,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20477,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20037,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20405,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20464,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20257,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20420,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20479,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20070,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20443,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdae:P20502,rdakit:hasM21,"510 ** $a, b, c, d, g [structured description]"
rdan:P80067,rdakit:hasM21,510 ** $w/0 [identifier]
rdan:P80067,rdakit:hasM21,510 ** $w/1 [identifier]
rdaw:P10292,rdakit:hasM21,510 1* $a [structured description]
rdaa:P50301,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50302,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50426,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50240,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50427,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50232,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50369,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50231,rdakit:hasM21,511 ** $0 [identifier]
rdaw:P10182,rdakit:hasM21,511 ** $0 [identifier]
rdaw:P10219,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50370,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P51104,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P51105,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50017,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50062,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50112,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P51106,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P51107,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50007,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50010,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50008,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50303,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50241,rdakit:hasM21,511 ** $0 [identifier]
rdaw:P10212,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50011,rdakit:hasM21,511 ** $0 [identifier]
rdaw:P10213,rdakit:hasM21,511 ** $0 [identifier]
rdaw:P10019,rdakit:hasM21,511 ** $0 [identifier]
rdaw:P10147,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50368,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50095,rdakit:hasM21,511 ** $0 [identifier]
rdaw:P10156,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50421,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50012,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50229,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50013,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50014,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50309,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50358,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50333,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50324,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50315,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50337,rdakit:hasM21,511 ** $0 []
rdaa:P50341,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50341,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50349,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50349,rdakit:hasM21,511 ** $0 [identifier]
rdae:P20305,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50353,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50345,rdakit:hasM21,511 ** $0 [identifier]
rdap:P70009,rdakit:hasM21,511 ** $0 [identifier]
rdaw:P10315,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50218,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50359,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50336,rdakit:hasM21,511 ** $0 [identifier]
rdae:P20304,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50327,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50318,rdakit:hasM21,511 ** $0 [identifier]
rdap:P70016,rdakit:hasM21,511 ** $0 [identifier]
rdaw:P10314,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50306,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50321,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50312,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50305,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50320,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50311,rdakit:hasM21,511 ** $0 [identifier]
rdaw:P10406,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P51098,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P51099,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50009,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50063,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50371,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P51096,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P51097,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50015,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50423,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50016,rdakit:hasM21,511 ** $0 [identifier]
rdaa:P50301,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50302,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50426,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50240,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50427,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50232,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50369,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50231,rdakit:hasM21,511 ** $1 [IRI]
rdaw:P10182,rdakit:hasM21,511 ** $1 [IRI]
rdaw:P10219,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50370,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P51105,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P51105,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50017,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50062,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50112,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P51106,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P51107,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50007,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50010,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50008,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50303,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50241,rdakit:hasM21,511 ** $1 [IRI]
rdaw:P10212,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50011,rdakit:hasM21,511 ** $1 [IRI]
rdaw:P10213,rdakit:hasM21,511 ** $1 [IRI]
rdaw:P10019,rdakit:hasM21,511 ** $1 [IRI]
rdaw:P10147,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50368,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50095,rdakit:hasM21,511 ** $1 [IRI]
rdaw:P10156,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50421,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50012,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50229,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50013,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50014,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50309,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50358,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50333,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50324,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50315,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50337,rdakit:hasM21,511 ** $1 []
rdaa:P50341,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50341,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50349,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50349,rdakit:hasM21,511 ** $1 [IRI]
rdae:P20305,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50345,rdakit:hasM21,511 ** $1 [IRI]
rdap:P70009,rdakit:hasM21,511 ** $1 [IRI]
rdaw:P10315,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50218,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50359,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50336,rdakit:hasM21,511 ** $1 [IRI]
rdae:P20304,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50327,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50318,rdakit:hasM21,511 ** $1 [IRI]
rdap:P70016,rdakit:hasM21,511 ** $1 [IRI]
rdaw:P10314,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50306,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50321,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50312,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50305,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50320,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50311,rdakit:hasM21,511 ** $1 [IRI]
rdaw:P10406,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P51098,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P51099,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50009,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50063,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50371,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P51096,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P51097,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50015,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50423,rdakit:hasM21,511 ** $1 [IRI]
rdaa:P50016,rdakit:hasM21,511 ** $1 [IRI]
rdae:P20065,rdakit:hasM21,511 ** $6 [identifier] (recording a script of description)
rdaa:P50306,rdakit:hasM21,"511 ** $a, c, d, e, f, g, h, k, l, n, p, q, s, t [structured description]"
rdaa:P50321,rdakit:hasM21,"511 ** $a, c, d, e, f, g, h, k, l, n, p, q, s, t [structured description]"
rdaa:P50312,rdakit:hasM21,"511 ** $a, c, d, e, f, g, h, k, l, n, p, q, s, t [structured description]"
rdaa:P50320,rdakit:hasM21,"511 ** $a, c, d, e, f, g, h, k, l, n, p, q, s, t [structured description]"
rdaa:P50426,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaa:P50427,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaa:P50369,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaw:P10182,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaa:P50370,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaw:P10212,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaw:P10213,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaw:P10019,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaw:P10147,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaa:P50368,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaw:P10156,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaa:P50305,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaa:P50311,rdakit:hasM21,"511 ** $a, c, d, e, f, n, p, q, s, t [structured description]"
rdaa:P50301,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50302,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50240,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50232,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50231,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P51104,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P51105,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50017,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50062,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50112,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P51106,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P51107,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50007,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50010,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50008,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50303,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50241,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50011,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50095,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50421,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50012,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50229,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50013,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50014,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50309,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50358,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50333,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50324,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50315,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50337,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50341,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50341,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50349,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50349,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdae:P20305,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50353,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [identifier]"
rdaa:P50345,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdap:P70009,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaw:P10315,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50218,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50359,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50336,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdae:P20304,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50327,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50318,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdap:P70016,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaw:P10314,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P51098,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P51099,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50009,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50063,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50371,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P51096,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P51097,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50015,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50423,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdaa:P50016,rdakit:hasM21,"511 ** $a, c, d, e, g, n, q [structured description]"
rdan:P80067,rdakit:hasM21,511 ** $w/0 [identifier]
rdan:P80067,rdakit:hasM21,511 ** $w/1 [identifier]
rdaw:P10122,rdakit:hasM21,530 ** $0 [identifier]
rdaa:P50426,rdakit:hasM21,530 ** $0 [identifier]
rdaa:P50427,rdakit:hasM21,530 ** $0 [identifier]
rdaa:P50369,rdakit:hasM21,530 ** $0 [identifier]
rdaw:P10182,rdakit:hasM21,530 ** $0 [identifier]
rdaw:P10219,rdakit:hasM21,530 ** $0 [identifier]
rdaa:P50370,rdakit:hasM21,530 ** $0 [identifier]
rdaw:P10002,rdakit:hasM21,530 ** $0 [identifier]
rdaw:P10212,rdakit:hasM21,530 ** $0 [identifier]
rdaw:P10213,rdakit:hasM21,530 ** $0 [identifier]
rdaw:P10019,rdakit:hasM21,530 ** $0 [identifier]
rdaw:P10147,rdakit:hasM21,530 ** $0 [identifier]
rdaa:P50368,rdakit:hasM21,530 ** $0 [identifier]
rdaw:P10156,rdakit:hasM21,530 ** $0 [identifier]
rdaa:P50306,rdakit:hasM21,530 ** $0 [identifier]
rdaa:P50321,rdakit:hasM21,530 ** $0 [identifier]
rdaa:P50312,rdakit:hasM21,530 ** $0 [identifier]
rdaa:P50305,rdakit:hasM21,530 ** $0 [identifier]
rdaa:P50320,rdakit:hasM21,530 ** $0 [identifier]
rdaa:P50311,rdakit:hasM21,530 ** $0 [identifier]
