RDA,mapping,MARC 21 Authority encoding string and recording method
rdaw:P10607,rdakit:hasM21,500 0* $0 [identifier]
rdae:P20364,rdakit:hasM21,500 0* $0 [identifier]
rdae:P20379,rdakit:hasM21,500 0* $0 [identifier]
rdaa:P50281,rdakit:hasM21,500 0* $0 [identifier]
rdaw:P10261,rdakit:hasM21,500 0* $0 [identifier]
rdaa:P50282,rdakit:hasM21,500 0* $0 [identifier]
rdaw:P10420,rdakit:hasM21,500 0* $0 [identifier]
rdaw:P10424,rdakit:hasM21,500 0* $0 [identifier]
rdae:P20359,rdakit:hasM21,500 0* $0 [identifier]
rdae:P20346,rdakit:hasM21,500 0* $0 [identifier]
rdaa:P50285,rdakit:hasM21,500 0* $0 [identifier]
rdae:P20361,rdakit:hasM21,500 0* $0 [identifier]
rdae:P20384,rdakit:hasM21,500 0* $0 [identifier]
rdae:P20357,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20369,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10413,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10448,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50428,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20394,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10042,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10035,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10438,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20365,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20350,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10451,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50275,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50276,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20348,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10421,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10436,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10428,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10426,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10435,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10453,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20356,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50284,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20336,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10434,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10397,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50274,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20340,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20377,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10439,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10444,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20383,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10458,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20367,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20366,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20345,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20352,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50277,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20389,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10396,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20371,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10412,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10414,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10286,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10041,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10325,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10441,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10455,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10415,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20349,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20339,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20393,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20338,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20390,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10417,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50026,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50283,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50279,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10418,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10422,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10450,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50029,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50280,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50252,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10433,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20372,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20381,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20368,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20376,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20354,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10447,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20337,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10446,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10443,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10456,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10044,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10425,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20387,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10431,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20344,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10430,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20341,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10036,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20392,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20385,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20373,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20362,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20342,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20378,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50027,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20363,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20370,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10457,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20375,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50278,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20351,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50030,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50056,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10445,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10043,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10045,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20388,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10454,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20391,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10440,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20374,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10419,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10423,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10432,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50429,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20386,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20358,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50220,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50365,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50334,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20302,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50325,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50316,rdakit:hasM21,500 0* $1 [IRI]
rdap:P70014,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10312,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10449,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10416,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10001,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20355,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20347,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10429,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10427,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20382,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20353,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20343,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20380,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20360,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50028,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10607,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20364,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20379,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50281,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10261,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50282,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10420,rdakit:hasM21,500 0* $1 [IRI]
rdaw:P10424,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20359,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20346,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50285,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20361,rdakit:hasM21,500 0* $1 [IRI]
rdae:P20384,rdakit:hasM21,500 0* $1 [IRI]
rdaa:P50428,rdakit:hasM21,500 0* $a [structured description]
rdaa:P50429,rdakit:hasM21,500 0* $a [structured description]
rdae:P20357,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20369,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10413,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10448,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20394,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10042,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10035,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10438,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20365,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20350,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10451,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50275,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50276,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20348,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10421,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10436,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10428,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10426,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10435,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10453,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20356,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50284,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20336,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10434,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10397,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50274,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20340,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20377,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10439,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10444,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20383,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10458,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20367,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20366,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20345,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20352,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50277,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20389,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10396,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20371,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10412,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10414,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10286,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10041,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10325,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10441,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10455,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10415,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20349,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20339,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20393,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20338,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20390,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10417,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50026,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50283,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50279,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10418,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10422,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10450,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50029,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50280,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50252,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10433,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20372,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20381,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20368,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20376,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20354,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10447,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20337,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10446,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10443,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10456,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10044,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10425,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20387,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10431,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20344,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10430,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20341,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10036,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20392,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20385,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20373,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20362,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20342,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20378,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50027,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20363,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20370,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10457,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20375,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50278,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20351,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50445,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50030,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50056,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10445,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10043,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10045,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20388,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10454,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20391,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10440,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20374,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10419,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10423,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10432,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20386,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20358,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50220,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50365,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50334,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20302,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50325,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50316,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdap:P70014,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10312,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10449,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10416,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10001,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20355,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20347,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10429,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10427,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20382,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20353,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20343,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20380,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20360,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50028,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10607,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20364,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20379,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50281,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10261,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50282,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10420,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaw:P10424,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20359,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20346,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50285,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20361,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdae:P20384,rdakit:hasM21,"500 0* $a, b, c, d, g, q [structured description]"
rdaa:P50334,rdakit:hasM21,"500 1 $a, b, c, d, g, q [structured description]"
rdae:P20357,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20369,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10413,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10448,rdakit:hasM21,500 1* $0 [identifier]
rdaa:P50428,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20394,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10042,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10035,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10438,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20365,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20350,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10451,rdakit:hasM21,500 1* $0 [identifier]
rdaa:P50275,rdakit:hasM21,500 1* $0 [identifier]
rdaa:P50276,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20348,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10421,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10436,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10428,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10426,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10435,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10453,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20356,rdakit:hasM21,500 1* $0 [identifier]
rdaa:P50284,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20336,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10434,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10397,rdakit:hasM21,500 1* $0 [identifier]
rdaa:P50274,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20340,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20377,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10439,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10444,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20383,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10458,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20367,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20366,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20345,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20352,rdakit:hasM21,500 1* $0 [identifier]
rdaa:P50277,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20389,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10396,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20371,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10412,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10414,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10286,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10041,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10325,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10441,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10455,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10415,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20349,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20339,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20393,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20338,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20390,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10417,rdakit:hasM21,500 1* $0 [identifier]
rdaa:P50026,rdakit:hasM21,500 1* $0 [identifier]
rdaa:P50283,rdakit:hasM21,500 1* $0 [identifier]
rdaa:P50279,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10418,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10422,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10450,rdakit:hasM21,500 1* $0 [identifier]
rdaa:P50029,rdakit:hasM21,500 1* $0 [identifier]
rdaa:P50280,rdakit:hasM21,500 1* $0 [identifier]
rdaa:P50252,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10433,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20372,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20381,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20368,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20376,rdakit:hasM21,500 1* $0 [identifier]
rdae:P20354,rdakit:hasM21,500 1* $0 [identifier]
rdaw:P10447,rdakit:hasM21,500 1* $0 [identifier]
