Canonical uri,Lexical alias (English)
rdae:P20506,rdae:presenterCorporateBody.en
rdae:P20507,rdae:creatorCorporateBodyOfExpression.en
rdae:P20508,rdae:editorCorporateBodyOfMovingImageWork.en
rdae:P20509,rdae:productionDesignerCorporateBody.en
rdae:P20510,rdae:minuteTakerCorporateBody.en
rdae:P20511,rdae:dubbingDirectorCorporateBody.en
rdae:P20512,rdae:animatorCorporateBody.en
rdae:P20513,rdae:choralConductorFamily.en
rdae:P20514,rdae:interviewerFamilyOfExpression.en
rdae:P20515,rdae:editorFamily.en
rdae:P20516,rdae:draftsmanFamily.en
rdae:P20517,rdae:colouristFamily.en
rdae:P20518,rdae:makeupArtistFamily.en
rdae:P20519,rdae:musicalDirectorFamily.en
rdae:P20520,rdae:soundDesignerFamily.en
rdae:P20521,rdae:lightingDesignerFamily.en
rdae:P20522,rdae:costumeDesignerFamily.en
rdae:P20523,rdae:translatorFamily.en
rdae:P20524,rdae:reviserFamily.en
rdae:P20525,rdae:audioEngineerFamily.en
rdae:P20526,rdae:djFamily.en
rdae:P20527,rdae:artDirectorFamily.en
rdae:P20528,rdae:performerFamily.en
rdae:P20529,rdae:courtReporterFamily.en
rdae:P20530,rdae:softwareDeveloperFamily.en
rdae:P20531,rdae:intervieweeFamilyOfExpression.en
rdae:P20532,rdae:restorationistFamilyOfExpression.en
rdae:P20533,rdae:censorFamily.en
rdae:P20534,rdae:abridgerFamily.en
rdae:P20535,rdae:recordistFamily.en
rdae:P20536,rdae:transcriberFamily.en
rdae:P20537,rdae:specialEffectsProviderFamily.en
rdae:P20538,rdae:visualEffectsProviderFamily.en
rdae:P20539,rdae:musicProgrammerFamily.en
rdae:P20540,rdae:onscreenParticipantFamily.en
rdae:P20541,rdae:stageDirectorFamily.en
rdae:P20542,rdae:arrangerFamilyOfMusic.en
rdae:P20543,rdae:contributorFamilyToPerformance.en
rdae:P20544,rdae:contributorFamilyToAmalgamation.en
rdae:P20545,rdae:instrumentalConductorFamily.en
rdae:P20546,rdae:actorFamily.en
rdae:P20547,rdae:onscreenPresenterFamily.en
rdae:P20548,rdae:dancerFamily.en
rdae:P20549,rdae:hostFamily.en
rdae:P20550,rdae:moderatorFamily.en
rdae:P20551,rdae:puppeteerFamily.en
rdae:P20552,rdae:panelistFamily.en
rdae:P20553,rdae:instrumentalistFamily.en
rdae:P20554,rdae:commentatorFamily.en
rdae:P20555,rdae:narratorFamily.en
rdae:P20556,rdae:storytellerFamily.en
rdae:P20557,rdae:speakerFamily.en
rdae:P20558,rdae:instructorFamily.en
rdae:P20559,rdae:singerFamily.en
rdae:P20560,rdae:conductorFamily.en
rdae:P20561,rdae:voiceActorFamily.en
rdae:P20562,rdae:mixingEngineerFamily.en
rdae:P20563,rdae:recordingEngineerFamily.en
rdae:P20564,rdae:lettererFamily.en
rdae:P20565,rdae:presenterFamily.en
rdae:P20566,rdae:creatorFamilyOfExpression.en
rdae:P20567,rdae:editorFamilyOfMovingImageWork.en
rdae:P20568,rdae:productionDesignerFamily.en
rdae:P20569,rdae:minuteTakerFamily.en
rdae:P20570,rdae:dubbingDirectorFamily.en
rdae:P20571,rdae:animatorFamily.en
rdae:P20572,rdae:designationOfVersion.en
rdae:P20573,rdae:colour.en
rdae:P20574,rdae:sourceExpression.en
rdae:P20575,rdae:derivativeExpression.en
rdae:P20576,rdae:expressionDescribedWithMetadataBy.en
rdae:P20577,rdae:concordanceWork.en
rdai:P40001,rdai:identifierForItem.en
rdai:P40003,rdai:modificationOfItem.en
rdai:P40006,rdai:depositorAgent.en
rdai:P40007,rdai:donorAgent.en
rdai:P40008,rdai:sellerAgent.en
rdai:P40009,rdai:containedInItem.en
rdai:P40010,rdai:noteOnDimensionsOfItem.en
rdai:P40011,rdai:noteOnExtentOfItem.en
rdai:P40012,rdai:illuminatorAgent.en
rdai:P40013,rdai:binderAgent.en
rdai:P40014,rdai:inscriber.en
rdai:P40015,rdai:annotator.en
rdai:P40016,rdai:autographer.en
rdai:P40018,rdai:currentOwnerAgent.en
rdai:P40019,rdai:formerOwnerAgent.en
rdai:P40020,rdai:custodianAgent.en
rdai:P40021,rdai:ownerAgent.en
rdai:P40022,rdai:honoureeAgentOfItem.en
rdai:P40024,rdai:restorationistAgentOfItem.en
rdai:P40025,rdai:dedicateeAgentOfItem.en
rdai:P40026,rdai:custodialHistoryOfItem.en
rdai:P40028,rdai:noteOnItem.en
rdai:P40029,rdai:heldWith
rdai:P40031,rdai:equivalentItem.en
rdai:P40032,rdai:boundWith.en
rdai:P40034,rdai:containerOfItem.en
rdai:P40035,rdai:onDiscWithItem.en
rdai:P40036,rdai:filmedWithItem.en
rdai:P40046,rdai:relatedItemOfItem.en
rdai:P40047,rdai:restrictionOnAccessToItem.en
rdai:P40048,rdai:restrictionOnUseOfItem.en
rdai:P40049,rdai:manifestationExemplified.en
rdai:P40050,rdai:immediateSourceOfAcquisitionOfItem.en
rdai:P40061,rdai:subjectItemOf.en
rdai:P40062,rdai:itemDescribedBy.en
rdai:P40063,rdai:itemAnalysedIn.en
rdai:P40064,rdai:itemCommentaryIn.en
rdai:P40068,rdai:relatedRDAEntityOfItem.en
rdai:P40069,rdai:relatedWorkOfItem.en
rdai:P40070,rdai:relatedExpressionOfItem.en
rdai:P40071,rdai:relatedManifestationOfItem.en
rdai:P40072,rdai:relatedAgentOfItem.en
rdai:P40073,rdai:relatedPersonOfItem.en
rdai:P40074,rdai:relatedFamilyOfItem.en
rdai:P40075,rdai:relatedCorporateBodyOfItem.en
rdai:P40076,rdai:relatedCollectiveAgentOfItem.en
rdai:P40077,rdai:relatedPlaceOfItem.en
rdai:P40078,rdai:relatedTimespanOfItem.en
rdai:P40079,rdai:relatedNomenOfItem.en
rdai:P40080,rdai:accessPointForItem.en
rdai:P40081,rdai:appellationOfItem.en
rdai:P40082,rdai:titleOfItem.en
rdai:P40083,rdai:authorizedAccessPointForItem.en
rdai:P40084,rdai:variantAccessPointForItem.en
rdai:P40085,rdai:preferredTitleOfItem.en
rdai:P40086,rdai:variantTitleOfItem.en
rdai:P40087,rdai:digitalTransferOfItem.en
rdai:P40088,rdai:electronicReproductionOfItem.en
rdai:P40089,rdai:facsimileOfItem.en
rdai:P40090,rdai:preservationFacsimileOfItem.en
rdai:P40091,rdai:reprintedAsItem.en
rdai:P40092,rdai:reproducedAsItem.en
rdai:P40093,rdai:modifierAgent.en
rdai:P40094,rdai:bindingOfItem.en
rdai:P40095,rdai:relatedEntityOfItem.en
rdai:P40096,rdai:categoryOfItem.en
rdai:P40097,rdai:dedicateePersonOfItem.en
rdai:P40098,rdai:binderPerson.en
rdai:P40100,rdai:illuminatorPerson.en
rdai:P40101,rdai:currentOwnerPerson.en
rdai:P40102,rdai:formerOwnerPerson.en
rdai:P40103,rdai:custodianPerson.en
rdai:P40104,rdai:ownerPerson.en
rdai:P40107,rdai:depositorPerson.en
rdai:P40108,rdai:donorPerson.en
rdai:P40109,rdai:sellerPerson.en
rdai:P40110,rdai:honoureePersonOfItem.en
rdai:P40111,rdai:restorationistPersonOfItem.en
rdai:P40112,rdai:modifierPerson.en
rdai:P40113,rdai:dedicateeCollectiveAgentOfItem.en
rdai:P40114,rdai:binderCollectiveAgent.en
rdai:P40116,rdai:illuminatorCollectiveAgent.en
rdai:P40117,rdai:currentOwnerCollectiveAgent.en
rdai:P40118,rdai:formerOwnerCollectiveAgent.en
rdai:P40119,rdai:custodianCollectiveAgent.en
rdai:P40120,rdai:ownerCollectiveAgent.en
rdai:P40123,rdai:depositorCollectiveAgent.en
rdai:P40124,rdai:donorCollectiveAgent.en
rdai:P40125,rdai:sellerCollectiveAgent.en
rdai:P40126,rdai:honoureeCollectiveAgentOfItem.en
rdai:P40127,rdai:restorationistCollectiveAgentOfItem.en
rdai:P40128,rdai:modifierCollectiveAgent.en
rdai:P40129,rdai:dedicateeCorporateBodyOfItem.en
rdai:P40130,rdai:binderCorporateBody.en
rdai:P40132,rdai:illuminatorCorporateBody.en
rdai:P40133,rdai:currentOwnerCorporateBody.en
rdai:P40134,rdai:formerOwnerCorporateBody.en
rdai:P40135,rdai:custodianCorporateBody.en
rdai:P40136,rdai:ownerCorporateBody.en
rdai:P40139,rdai:depositorCorporateBody.en
rdai:P40140,rdai:donorCorporateBody.en
rdai:P40141,rdai:sellerCorporateBody.en
rdai:P40142,rdai:honoureeCorporateBodyOfItem.en
rdai:P40143,rdai:restorationistCorporateBodyOfItem.en
rdai:P40144,rdai:modifierCorporateBody.en
rdai:P40145,rdai:dedicateeFamilyOfItem.en
rdai:P40146,rdai:binderFamily.en
rdai:P40148,rdai:illuminatorFamily.en
rdai:P40149,rdai:currentOwnerFamily.en
rdai:P40150,rdai:formerOwnerFamily.en
rdai:P40151,rdai:custodianFamily.en
rdai:P40152,rdai:ownerFamily.en
rdai:P40155,rdai:depositorFamily.en
rdai:P40156,rdai:donorFamily.en
rdai:P40157,rdai:sellerFamily.en
rdai:P40158,rdai:honoureeFamilyOfItem.en
rdai:P40159,rdai:restorationistFamilyOfItem.en
rdai:P40160,rdai:modifierFamily.en
rdai:P40161,rdai:holdingOf.en
rdai:P40162,rdai:locationOfItem.en
rdai:P40163,rdai:onManifestationWith.en
rdai:P40164,rdai:itemDescribedWithMetadataBy.en
rdam:P30001,rdam:carrierType.en
rdam:P30002,rdam:mediaType.en
rdam:P30003,rdam:modeOfIssuance.en
rdam:P30004,rdam:identifierForManifestation.en
rdam:P30005,rdam:preferredCitation.en
rdam:P30006,rdam:regionalEncoding.en
rdam:P30007,rdam:copyrightDate.en
rdam:P30008,rdam:dateOfDistribution.en
rdam:P30009,rdam:dateOfProduction.en
rdam:P30010,rdam:dateOfManufacture.en
rdam:P30011,rdam:dateOfPublication.en
rdam:P30012,rdam:parallelDesignationOfNamedRevisionOfEdition.en
rdam:P30013,rdam:parallelDesignationOfEdition.en
rdam:P30014,rdam:numberingWithinSequence.en
rdam:P30016,rdam:electronicReproductionOfManifestation.en
rdam:P30017,rdam:parallelNameOfDistributor.en
rdam:P30018,rdam:fileType.en
rdam:P30019,rdam:facsimilePartOf.en
rdam:P30020,rdam:partOfManifestation.en
rdam:P30021,rdam:preservationFacsimileOfManifestation.en
rdam:P30022,rdam:insert.en
rdam:P30024,rdam:equivalentManifestation.en
rdam:P30025,rdam:insertedIn.en
rdam:P30026,rdam:alsoIssuedAs.en
rdam:P30027,rdam:accompaniedByManifestation.en
rdam:P30028,rdam:mirrorSite.en
rdam:P30029,rdam:digitalTransferOfManifestation.en
rdam:P30031,rdam:facsimileOfManifestation.en
rdam:P30033,rdam:partManifestation.en
rdam:P30035,rdam:onCarrierUnitWith.en
rdam:P30036,rdam:onDiscWithManifestation.en
rdam:P30037,rdam:filmedWithManifestation.en
rdam:P30038,rdam:reprintedAsManifestation.en
rdam:P30039,rdam:reproducedAsManifestation.en
rdam:P30040,rdam:digitalTransferOfManifestationOf.en
rdam:P30043,rdam:reproductionOfManifestationOf.en
rdam:P30045,rdam:preservationFacsimileOfManifestationOf.en
rdam:P30046,rdam:facsimilePart.en
rdam:P30047,rdam:facsimileOfManifestationOf.en
rdam:P30048,rdam:relatedManifestationOfManifestation.en
rdam:P30049,rdam:parallelNameOfManufacturer.en
rdam:P30050,rdam:noteOnIssuePartOrIterationUsedAsBasisForIdentificationOfManifestation.en
rdam:P30051,rdam:noteOnChangesInCarrierCharacteristics.en
rdam:P30052,rdam:noteOnDistributionStatement.en
rdam:P30053,rdam:noteOnManufactureStatement.en
rdam:P30054,rdam:noteOnProductionStatement.en
rdam:P30055,rdam:noteOnPublicationStatement.en
rdam:P30057,rdam:noteOnStatementOfResponsibility.en
rdam:P30058,rdam:noteOnSeriesStatement.en
rdam:P30059,rdam:noteOnCopyrightDate.en
rdam:P30060,rdam:noteOnDimensionsOfManifestation.en
rdam:P30061,rdam:noteOnExtentOfManifestation.en
rdam:P30062,rdam:noteOnNumberingOfSequence.en
rdam:P30063,rdam:noteOnTitle.en
rdam:P30064,rdam:noteOnEditionStatement.en
rdam:P30065,rdam:publisherNumberForNotatedMusic.en
rdam:P30066,rdam:plateNumberForNotatedMusic.en
rdam:P30067,rdam:broadcasterAgent.en
rdam:P30068,rdam:filmDistributorAgent.en
rdam:P30069,rdam:bookDesignerAgent.en
rdam:P30070,rdam:engraverAgent.en
rdam:P30071,rdam:brailleEmbosserAgent.en
rdam:P30072,rdam:printmakerAgent.en
rdam:P30073,rdam:casterAgent.en
rdam:P30074,rdam:lithographerAgent.en
rdam:P30075,rdam:platemakerAgent.en
rdam:P30076,rdam:etcherAgent.en
rdam:P30077,rdam:collotyperAgent.en
rdam:P30078,rdam:printerAgent.en
rdam:P30080,rdam:distributorAgent.en
rdam:P30081,rdam:producerAgentOfUnpublishedManifestation.en
rdam:P30082,rdam:manufacturerAgent.en
rdam:P30083,rdam:publisherAgent.en
rdam:P30084,rdam:appliedMaterial.en
rdam:P30085,rdam:placeOfDistribution.en
rdam:P30086,rdam:placeOfProduction.en
rdam:P30087,rdam:placeOfManufacture.en
rdam:P30088,rdam:placeOfPublication.en
rdam:P30089,rdam:parallelPlaceOfDistribution.en
rdam:P30090,rdam:parallelPlaceOfManufacture.en
rdam:P30091,rdam:parallelPlaceOfProduction.en
rdam:P30092,rdam:parallelPlaceOfPublication.en
rdam:P30093,rdam:reprintOfManifestationOf.en
rdam:P30094,rdam:parallelNameOfProducer.en
rdam:P30095,rdam:parallelNameOfPublisher.en
rdam:P30096,rdam:encodingFormat.en
rdam:P30097,rdam:firstAlphanumericDesignationOfAlternativeSequence.en
rdam:P30098,rdam:lastAlphanumericDesignationOfAlternativeSequence.en
rdam:P30099,rdam:firstChronologicalDesignationOfAlternativeSequence.en
rdam:P30100,rdam:lastChronologicalDesignationOfAlternativeSequence.en
rdam:P30102,rdam:digitalRepresentationOfCartographicContent.en
rdam:P30103,rdam:exemplarOfManifestation.en
rdam:P30104,rdam:videoFormat.en
rdam:P30105,rdam:statementOfResponsibilityRelatingToTitleProper.en
rdam:P30106,rdam:seriesStatement.en
rdam:P30107,rdam:editionStatement.en
rdam:P30108,rdam:distributionStatement.en
rdam:P30109,rdam:manufactureStatement.en
rdam:P30110,rdam:productionStatement.en
rdam:P30111,rdam:publicationStatement.en
rdam:P30112,rdam:parallelStatementOfResponsibilityRelatingToNamedRevisionOfEdition.en
rdam:P30113,rdam:parallelStatementOfResponsibilityRelatingToSeries.en
rdam:P30115,rdam:parallelStatementOfResponsibilityRelatingToEdition.en
rdam:P30116,rdam:parallelStatementOfResponsibilityRelatingToTitleProper.en
rdam:P30117,rdam:statementOfResponsibility.en
rdam:P30118,rdam:statementOfResponsibilityRelatingToNamedRevisionOfEdition.en
rdam:P30119,rdam:statementOfResponsibilityRelatingToSeries.en
rdam:P30121,rdam:statementOfResponsibilityRelatingToEdition.en
rdam:P30122,rdam:emulsionOnMicrofilmAndMicrofiche.en
rdam:P30123,rdam:broadcastStandard.en
rdam:P30124,rdam:digitalFileCharacteristic.en
rdam:P30125,rdam:soundCharacteristic.en
rdam:P30126,rdam:videoCharacteristic.en
rdam:P30127,rdam:projectionCharacteristicOfMotionPictureFilm.en
rdam:P30128,rdam:variantTitleOfManifestation.en
rdam:P30131,rdam:abbreviatedTitle.en
rdam:P30132,rdam:designationOfNamedRevisionOfEdition.en
rdam:P30133,rdam:designationOfEdition.en
rdam:P30134,rdam:titleOfManifestation.en
rdam:P30135,rdam:workManifested.en
rdam:P30136,rdam:electronicReproductionOfManifestationOf.en
rdam:P30137,rdam:noteOnManifestation.en
rdam:P30138,rdam:specialPlaybackCharacteristic.en
rdam:P30139,rdam:expressionManifested.en
rdam:P30140,rdam:relatedItemOfManifestation.en
rdam:P30141,rdam:contactInformation.en
rdam:P30142,rdam:otherTitleInformation.en
rdam:P30143,rdam:otherTitleInformationOfSeries.en
rdam:P30145,rdam:restrictionOnAccessToManifestation.en
rdam:P30146,rdam:restrictionOnUseOfManifestation.en
rdam:P30147,rdam:firstAlphanumericDesignationOfSequence.en
rdam:P30148,rdam:lastAlphanumericDesignationOfSequence.en
rdam:P30149,rdam:firstChronologicalDesignationOfSequence.en
rdam:P30150,rdam:lastChronologicalDesignationOfSequence.en
rdam:P30151,rdam:parallelOtherTitleInformation.en
rdam:P30152,rdam:parallelOtherTitleInformationOfSeries.en
rdam:P30154,rdam:uniformResourceLocator.en
rdam:P30155,rdam:layout.en
rdam:P30156,rdam:titleProper.en
rdam:P30157,rdam:titleOfSeries.en
rdam:P30159,rdam:resolution.en
rdam:P30160,rdam:termOfAvailability.en
rdam:P30161,rdam:trackConfiguration.en
rdam:P30162,rdam:equipmentOrSystemRequirement.en
rdam:P30163,rdam:presentationFormat.en
rdam:P30164,rdam:grooveCharacteristic.en
rdam:P30165,rdam:numberingOfSequence.en
rdam:P30169,rdam:dimensions.en
rdam:P30170,rdam:dimensionsOfCartographicImage.en
rdam:P30171,rdam:dimensionsOfStillImage.en
rdam:P30172,rdam:typeOfRecording.en
rdam:P30173,rdam:nameOfDistributor.en
rdam:P30174,rdam:nameOfProducer.en
rdam:P30175,rdam:nameOfManufacturer.en
rdam:P30176,rdam:nameOfPublisher.en
rdam:P30182,rdam:extentOfManifestation.en
rdam:P30183,rdam:fileSize.en
rdam:P30184,rdam:configurationOfPlaybackChannels.en
rdam:P30185,rdam:tapeConfiguration.en
rdam:P30186,rdam:mount.en
rdam:P30187,rdam:productionMethod.en
rdam:P30191,rdam:generation.en
rdam:P30196,rdam:polarity.en
rdam:P30197,rdam:bibliographicFormat.en
rdam:P30198,rdam:reductionRatio.en
rdam:P30199,rdam:fontSize.en
rdam:P30200,rdam:projectionSpeed.en
rdam:P30201,rdam:playingSpeed.en
rdam:P30202,rdam:encodedBitrate.en
rdam:P30203,rdam:parallelTitleProper.en
rdam:P30204,rdam:parallelTitleOfSeries.en
rdam:P30206,rdam:recordingMedium.en
rdam:P30208,rdam:baseMaterial.en
rdam:P30214,rdam:noteOnCarrier.en
rdam:P30215,rdam:papermakerAgent.en
rdam:P30216,rdam:detailsOfAppliedMaterial.en
rdam:P30217,rdam:detailsOfBaseMaterial.en
rdam:P30218,rdam:detailsOfBibliographicFormat.en
rdam:P30219,rdam:detailsOfBroadcastStandard.en
rdam:P30220,rdam:detailsOfConfigurationOfPlaybackChannels.en
rdam:P30221,rdam:detailsOfDigitalFileCharacteristic.en
rdam:P30222,rdam:detailsOfDigitalRepresentationOfCartographicContent.en
rdam:P30223,rdam:detailsOfEmulsionOnMicrofilmAndMicrofiche.en
rdam:P30224,rdam:detailsOfEncodingFormat.en
rdam:P30225,rdam:detailsOfFileType.en
rdam:P30226,rdam:detailsOfFontSize.en
rdam:P30232,rdam:detailsOfGrooveCharacteristic.en
rdam:P30233,rdam:detailsOfLayout.en
rdam:P30234,rdam:detailsOfMount.en
rdam:P30235,rdam:detailsOfPlayingSpeed.en
rdam:P30236,rdam:detailsOfPolarity.en
rdam:P30237,rdam:detailsOfPresentationFormat.en
rdam:P30238,rdam:detailsOfProductionMethod.en
rdam:P30241,rdam:detailsOfProjectionCharacteristicOfMotionPictureFilm.en
rdam:P30242,rdam:detailsOfProjectionSpeed.en
rdam:P30243,rdam:detailsOfRecordingMedium.en
rdam:P30244,rdam:detailsOfReductionRatioDesignation.en
rdam:P30245,rdam:detailsOfSoundCharacteristic.en
rdam:P30246,rdam:detailsOfSpecialPlaybackCharacteristic.en
rdam:P30247,rdam:detailsOfTapeConfiguration.en
rdam:P30248,rdam:detailsOfTrackConfiguration.en
rdam:P30249,rdam:detailsOfTypeOfRecording.en
rdam:P30250,rdam:detailsOfVideoCharacteristic.en
rdam:P30251,rdam:detailsOfVideoFormat.en
rdam:P30252,rdam:detailsOfGeneration.en
rdam:P30253,rdam:subjectManifestationOf.en
rdam:P30254,rdam:manifestationDescribedBy.en
rdam:P30255,rdam:manifestationAnalysedIn.en
rdam:P30256,rdam:manifestationCommentaryIn.en
rdam:P30257,rdam:manifestationCritiquedBy.en
rdam:P30258,rdam:manifestationEvaluatedBy.en
rdam:P30259,rdam:manifestationReviewedBy.en
rdam:P30260,rdam:noteOnIdentifierForManifestation.en
rdam:P30261,rdam:cartographicDataType.en
rdam:P30262,rdam:detailsOfCartographicDataType.en
rdam:P30263,rdam:reductionRatioDesignation.en
rdam:P30264,rdam:relatedRDAEntityOfManifestation.en
rdam:P30265,rdam:relatedWorkOfManifestation.en
rdam:P30266,rdam:relatedExpressionOfManifestation.en
rdam:P30267,rdam:relatedAgentOfManifestation.en
rdam:P30268,rdam:relatedPersonOfManifestation.en
rdam:P30269,rdam:relatedFamilyOfManifestation.en
rdam:P30270,rdam:relatedCorporateBodyOfManifestation.en
rdam:P30271,rdam:relatedCollectiveAgentOfManifestation.en
rdam:P30272,rdam:relatedPlaceOfManifestation.en
rdam:P30273,rdam:relatedTimespanOfManifestation.en
rdam:P30274,rdam:relatedNomenOfManifestation.en
rdam:P30275,rdam:detailsOfRegionalEncoding.en
rdam:P30276,rdam:accessPointForManifestation.en
rdam:P30277,rdam:appellationOfManifestation.en
rdam:P30278,rdam:dateOfManifestation.en
rdam:P30279,rdam:placeOfManifestation.en
rdam:P30280,rdam:manifestationCopyrightStatement.en
rdam:P30281,rdam:manifestationDesignationOfSequenceStatement.en
rdam:P30282,rdam:manifestationDissertationStatement.en
rdam:P30283,rdam:manifestationDistributionStatement.en
rdam:P30284,rdam:manifestationEditionStatement.en
rdam:P30285,rdam:manifestationFrequencyStatement.en
rdam:P30286,rdam:manifestationIdentifierStatement.en
rdam:P30287,rdam:manifestationManufactureStatement.en
rdam:P30288,rdam:manifestationProductionStatement.en
rdam:P30289,rdam:manifestationPublicationStatement.en
rdam:P30290,rdam:manifestationRegionalEncodingStatement.en
rdam:P30291,rdam:manifestationSeriesStatement.en
rdam:P30292,rdam:manifestationStatement.en
rdam:P30293,rdam:manifestationTitleAndResponsibilityStatement.en
rdam:P30294,rdam:authorizedAccessPointForManifestation.en
rdam:P30295,rdam:variantAccessPointForManifestation.en
rdam:P30296,rdam:fingerprint.en
rdam:P30297,rdam:nameOfAgentOfManifestation.en
rdam:P30298,rdam:digitalTransferOfItemOf.en
rdam:P30299,rdam:electronicReproductionOfItemOf.en
rdam:P30300,rdam:facsimileOfItemOf.en
rdam:P30301,rdam:preservationFacsimileOfItemOf.en
rdam:P30302,rdam:reprintOfItemOf.en
rdam:P30303,rdam:reproductionOfItemOf.en
rdam:P30304,rdam:material.en
rdam:P30305,rdam:intendedAudienceOfManifestation.en
rdam:P30306,rdam:fontPointSize.en
rdam:P30307,rdam:groovePitch.en
rdam:P30308,rdam:grooveWidth.en
rdam:P30309,rdam:typeOfBinding.en
rdam:P30310,rdam:bindingOfManifestation.en
rdam:P30311,rdam:contributorAgentOfMusic.en
rdam:P30312,rdam:surveyorAgent.en
rdam:P30315,rdam:contributorAgentOfCartography.en
rdam:P30316,rdam:contributorAgentOfChoreography.en
rdam:P30321,rdam:contributorAgentOfStillImage.en
rdam:P30326,rdam:contributorAgentOfMovingImage.en
rdam:P30327,rdam:contributorAgentToAggregate.en
rdam:P30328,rdam:contributorAgentOfText.en
rdam:P30329,rdam:creatorAgentOfManifestation.en
rdam:P30330,rdam:relatedEntityOfManifestation.en
rdam:P30331,rdam:contributorAgentOfSpeech.en
rdam:P30332,rdam:contributorAgentOfObject.en
rdam:P30333,rdam:contributorAgentOfComputerContent.en
rdam:P30334,rdam:sourceConsultedOf.en
rdam:P30335,rdam:categoryOfManifestation.en
rdam:P30336,rdam:contributorPersonToAggregate.en
rdam:P30337,rdam:surveyorPerson.en
rdam:P30338,rdam:contributorPersonOfCartography.en
rdam:P30339,rdam:contributorPersonOfChoreography.en
rdam:P30340,rdam:contributorPersonOfMovingImage.en
rdam:P30341,rdam:contributorPersonOfMusic.en
rdam:P30342,rdam:contributorPersonOfSpeech.en
rdam:P30343,rdam:contributorPersonOfStillImage.en
rdam:P30344,rdam:contributorPersonOfText.en
rdam:P30345,rdam:contributorPersonOfObject.en
rdam:P30346,rdam:contributorPersonOfComputerContent.en
rdam:P30347,rdam:broadcasterPerson.en
rdam:P30348,rdam:filmDistributorPerson.en
rdam:P30349,rdam:bookDesignerPerson.en
rdam:P30350,rdam:engraverPerson.en
rdam:P30351,rdam:brailleEmbosserPerson.en
rdam:P30352,rdam:printmakerPerson.en
rdam:P30353,rdam:casterPerson.en
rdam:P30354,rdam:lithographerPerson.en
rdam:P30355,rdam:platemakerPerson.en
rdam:P30356,rdam:etcherPerson.en
rdam:P30357,rdam:collotyperPerson.en
rdam:P30358,rdam:printerPerson.en
rdam:P30359,rdam:distributorPerson.en
rdam:P30360,rdam:producerPersonOfUnpublishedManifestation.en
rdam:P30361,rdam:manufacturerPerson.en
rdam:P30362,rdam:publisherPerson.en
rdam:P30363,rdam:creatorPersonOfManifestation.en
rdam:P30364,rdam:papermakerPerson.en
rdam:P30365,rdam:contributorCollectiveAgentToAggregate.en
rdam:P30366,rdam:surveyorCollectiveAgent.en
rdam:P30367,rdam:contributorCollectiveAgentOfCartography.en
rdam:P30368,rdam:contributorCollectiveAgentOfChoreography.en
rdam:P30369,rdam:contributorCollectiveAgentOfMovingImage.en
rdam:P30370,rdam:contributorCollectiveAgentOfMusic.en
rdam:P30371,rdam:contributorCollectiveAgentOfSpeech.en
rdam:P30372,rdam:contributorCollectiveAgentOfStillImage.en
rdam:P30373,rdam:contributorCollectiveAgentOfText.en
rdam:P30374,rdam:contributorCollectiveAgentOfObject.en
rdam:P30375,rdam:contributorCollectiveAgentOfComputerContent.en
rdam:P30376,rdam:broadcasterCollectiveAgent.en
rdam:P30377,rdam:filmDistributorCollectiveAgent.en
rdam:P30378,rdam:bookDesignerCollectiveAgent.en
rdam:P30379,rdam:engraverCollectiveAgent.en
rdam:P30380,rdam:brailleEmbosserCollectiveAgent.en
rdam:P30381,rdam:printmakerCollectiveAgent.en
rdam:P30382,rdam:casterCollectiveAgent.en
rdam:P30383,rdam:lithographerCollectiveAgent.en
rdam:P30384,rdam:platemakerCollectiveAgent.en
rdam:P30385,rdam:etcherCollectiveAgent.en
rdam:P30386,rdam:collotyperCollectiveAgent.en
rdam:P30387,rdam:printerCollectiveAgent.en
rdam:P30388,rdam:distributorCollectiveAgent.en
rdam:P30389,rdam:producerCollectiveAgentOfUnpublishedManifestation.en
rdam:P30390,rdam:manufacturerCollectiveAgent.en
rdam:P30391,rdam:publisherCollectiveAgent.en
rdam:P30392,rdam:creatorCollectiveAgentOfManifestation.en
rdam:P30393,rdam:papermakerCollectiveAgent.en
rdam:P30394,rdam:contributorCorporateBodyToAggregate.en
rdam:P30395,rdam:surveyorCorporateBody.en
rdam:P30396,rdam:contributorCorporateBodyOfCartography.en
rdam:P30397,rdam:contributorCorporateBodyOfChoreography.en
rdam:P30398,rdam:contributorCorporateBodyOfMovingImage.en
rdam:P30399,rdam:contributorCorporateBodyOfMusic.en
rdam:P30400,rdam:contributorCorporateBodyOfSpeech.en
rdam:P30401,rdam:contributorCorporateBodyOfStillImage.en
rdam:P30402,rdam:contributorCorporateBodyOfText.en
rdam:P30403,rdam:contributorCorporateBodyOfObject.en
rdam:P30404,rdam:contributorCorporateBodyOfComputerContent.en
rdam:P30405,rdam:broadcasterCorporateBody.en
rdam:P30406,rdam:filmDistributorCorporateBody.en
rdam:P30407,rdam:bookDesignerCorporateBody.en
rdam:P30408,rdam:engraverCorporateBody.en
rdam:P30409,rdam:brailleEmbosserCorporateBody.en
rdam:P30410,rdam:printmakerCorporateBody.en
rdam:P30411,rdam:casterCorporateBody.en
rdam:P30412,rdam:lithographerCorporateBody.en
rdam:P30413,rdam:platemakerCorporateBody.en
rdam:P30414,rdam:etcherCorporateBody.en
rdam:P30415,rdam:collotyperCorporateBody.en
