*label_en,lexicalAlias_en,*uri,*type,domain,range,subPropertyOf[0],subPropertyOf[1],subPropertyOf[2],inverseOf,*status,owl:propertyChainAxiom
is screenplay for video work,rdawo:screenplayForVideoWork.en,rdawo:P10175,property,rdac:C10001,rdac:C10001,rdaw:P10175,rdawo:P10105,,rdawo:P10164,Published,
is script for radio program work,rdawo:scriptForRadioProgramWork.en,rdawo:P10176,property,rdac:C10001,rdac:C10001,rdaw:P10176,rdawo:P10372,,rdawo:P10162,Published,
is addenda to work,rdawo:addendaToWork.en,rdawo:P10177,property,rdac:C10001,rdac:C10001,rdaw:P10177,rdawo:P10192,,rdawo:P10112,Published,
is review of work,rdawo:reviewOfWork.en,rdawo:P10178,property,rdac:C10001,rdac:C10001,rdaw:P10178,rdawo:P10153,,rdawo:P10114,Published,
is summary of,rdawo:summaryOf.en,rdawo:P10179,property,rdac:C10001,rdac:C10001,rdaw:P10179,rdawo:P10100,,rdawo:P10109,Published,
is catalogue of work (Deprecated),rdawo:catalogueOfWork.en,rdawo:P10180,property,rdac:C10001,rdac:C10001,rdaw:P10180,rdawo:P10192,,rdawo:P10110,Deprecated,
is concordance to work (Deprecated),rdawo:concordanceToWork.en,rdawo:P10181,property,rdac:C10001,rdac:C10001,rdaw:P10181,rdawo:P10192,,rdawo:P10111,Deprecated,
is critique of work,rdawo:critiqueOfWork.en,rdawo:P10182,property,rdac:C10001,rdac:C10001,rdaw:P10182,rdawo:P10153,,rdawo:P10115,Published,
is choreographic adaptation of work,rdawo:choreographicAdaptationOfWork.en,rdawo:P10183,property,rdac:C10001,rdac:C10001,rdaw:P10183,rdawo:P10142,,rdawo:P10091,Published,
is expanded version of work,rdawo:expandedVersionOfWork.en,rdawo:P10184,property,rdac:C10001,rdac:C10001,rdaw:P10184,rdawo:P10190,,rdawo:P10119,Published,
is remake of work,rdawo:remakeOfWork.en,rdawo:P10185,property,rdac:C10001,rdac:C10001,rdaw:P10185,rdawo:P10341,,rdawo:P10032,Published,
is paraphrase of work,rdawo:paraphraseOfWork.en,rdawo:P10186,property,rdac:C10001,rdac:C10001,rdaw:P10186,rdawo:P10341,,rdawo:P10166,Published,
is commentary on work,rdawo:commentaryOnWork.en,rdawo:P10187,property,rdac:C10001,rdac:C10001,rdaw:P10187,rdawo:P10100,,rdawo:P10116,Published,
is index to work (Deprecated),rdawo:indexToWork.en,rdawo:P10188,property,rdac:C10001,rdac:C10001,rdaw:P10188,rdawo:P10192,,rdawo:P10158,Deprecated,
is libretto based on work,rdawo:librettoBasedOnWork.en,rdawo:P10189,property,rdac:C10001,rdac:C10001,rdaw:P10189,rdawo:P10142,,rdawo:P10113,Published,
has source work,rdawo:sourceWork.en,rdawo:P10190,property,rdac:C10001,rdac:C10001,rdaw:P10190,rdawo:P10343,,rdawo:P10148,Published,
is continued by work,rdawo:continuedByWork.en,rdawo:P10191,property,rdac:C10001,rdac:C10001,rdaw:P10191,rdawo:P10170,,rdawo:P10226,Published,
is augmentation of work,rdawo:augmentationOfWork.en,rdawo:P10192,property,rdac:C10001,rdac:C10001,rdaw:P10192,rdawo:P10198,,rdawo:P10108,Published,
is abstracts for work,rdawo:abstractsForWork.en,rdawo:P10193,property,rdac:C10001,rdac:C10001,rdaw:P10193,rdawo:P10190,,rdawo:P10089,Published,
is indexing for work (Deprecated),rdawo:indexingForWork.en,rdawo:P10194,property,rdac:C10001,rdac:C10001,rdaw:P10194,rdawo:P10190,,rdawo:P10090,Deprecated,
is prequel to (Deprecated),rdawo:prequelTo.en,rdawo:P10195,property,rdac:C10001,rdac:C10001,rdaw:P10195,rdawo:P10170,,rdawo:P10122,Deprecated,
is imitation of work,rdawo:imitationOfWork.en,rdawo:P10196,property,rdac:C10001,rdac:C10001,rdaw:P10196,rdawo:P10341,,rdawo:P10117,Published,
is parody of work,rdawo:parodyOfWork.en,rdawo:P10197,property,rdac:C10001,rdac:C10001,rdaw:P10197,rdawo:P10196,,rdawo:P10144,Published,
has related work of work,rdawo:relatedWorkOfWork.en,rdawo:P10198,property,rdac:C10001,rdac:C10001,rdaw:P10198,rdawo:P10307,rdaxo:P00002,rdawo:P10198,Published,
has epoch,rdawo:epoch.en,rdawo:P10199,property,rdac:C10001,rdac:C10010,rdaw:P10199,rdawo:P10317,,rdato:P70021,Published,
has landscape architect agent,rdawo:landscapeArchitectAgent.en,rdawo:P10200,property,rdac:C10001,rdac:C10002,rdaw:P10200,rdawo:P10062,,rdaao:P50221,Published,
is finding aid for work (Deprecated),rdawo:findingAidForWork.en,rdawo:P10201,property,rdac:C10001,rdac:C10001,rdaw:P10201,rdawo:P10192,,rdawo:P10157,Deprecated,
has sculptor agent,rdawo:sculptorAgent.en,rdawo:P10202,property,rdac:C10001,rdac:C10002,rdaw:P10202,rdawo:P10058,,rdaao:P50222,Published,
has screenwriter agent,rdawo:screenwriterAgent.en,rdawo:P10203,property,rdac:C10001,rdac:C10002,rdaw:P10203,rdawo:P10061,,rdaao:P50223,Published,( rdawo:P10159 rdawo:P10061 )
has lyricist agent,rdawo:lyricistAgent.en,rdawo:P10204,property,rdac:C10001,rdac:C10002,rdaw:P10204,rdawo:P10061,,rdaao:P50224,Published,( rdawo:P10370 rdawo:P10061 )
has librettist agent,rdawo:librettistAgent.en,rdawo:P10205,property,rdac:C10001,rdac:C10002,rdaw:P10205,rdawo:P10061,,rdaao:P50225,Published,( rdawo:P10165 rdawo:P10061 )
is replacement in part of work,rdawo:replacementInPartOfWork.en,rdawo:P10206,property,rdac:C10001,rdac:C10001,rdaw:P10206,rdawo:P10156,,rdawo:P10021,Published,
is replacement of work,rdawo:replacementOfWork.en,rdawo:P10207,property,rdac:C10001,rdac:C10001,rdaw:P10207,rdawo:P10156,,rdawo:P10022,Published,
has granting institution or faculty (Deprecated),rdawo:grantingInstitutionOrFaculty.en,rdawo:P10208,property,rdac:C10001,rdac:C10005,rdaw:P10208,rdawo:P10311,,,Deprecated,
is split into work,rdawo:splitIntoWork.en,rdawo:P10211,property,rdac:C10001,rdac:C10001,rdaw:P10211,rdawo:P10170,,rdawo:P10168,Published,
is merged to form work,rdawo:mergedToFormWork.en,rdawo:P10212,property,rdac:C10001,rdac:C10001,rdaw:P10212,rdawo:P10170,,rdawo:P10213,Published,
is merger of work,rdawo:mergerOfWork.en,rdawo:P10213,property,rdac:C10001,rdac:C10001,rdaw:P10213,rdawo:P10156,,rdawo:P10212,Published,
has equinox,rdawo:equinox.en,rdawo:P10214,property,rdac:C10001,rdac:C10010,rdaw:P10214,rdawo:P10317,,rdato:P70042,Published,
has year degree granted,rdawo:yearDegreeGranted.en,rdawo:P10215,property,rdac:C10001,rdac:C10010,rdaw:P10215,rdawo:P10219,,rdato:P70046,Published,
has place of origin of work,rdawo:placeOfOriginOfWork.en,rdawo:P10218,property,rdac:C10001,rdac:C10009,rdaw:P10218,rdawo:P10316,,rdapo:P70035,Published,
has date of work,rdawo:dateOfWork.en,rdawo:P10219,property,rdac:C10001,rdac:C10010,rdaw:P10219,rdawo:P10317,,rdato:P70022,Published,
has preferred title of work,rdawo:preferredTitleOfWork.en,rdawo:P10223,property,rdac:C10001,rdac:C10012,rdaw:P10223,rdawo:P10088,rdaxo:P00021,rdano:P80109,Published,
is absorption of work,rdawo:absorptionOfWork.en,rdawo:P10224,property,rdac:C10001,rdac:C10001,rdaw:P10224,rdawo:P10156,,rdawo:P10145,Published,
is absorption in part of work,rdawo:absorptionInPartOfWork.en,rdawo:P10225,property,rdac:C10001,rdac:C10001,rdaw:P10225,rdawo:P10156,,rdawo:P10146,Published,
is continuation of work,rdawo:continuationOfWork.en,rdawo:P10226,property,rdac:C10001,rdac:C10001,rdaw:P10226,rdawo:P10156,,rdawo:P10191,Published,
is sequel to (Deprecated),rdawo:sequelTo.en,rdawo:P10227,property,rdac:C10001,rdac:C10001,rdaw:P10227,rdawo:P10156,,rdawo:P10020,Deprecated,
has accompanying work relationship with (Deprecated),rdawo:accompanyingWorkRelationship.en,rdawo:P10228,property,rdac:C10001,rdac:C10001,rdaw:P10228,rdawo:P10198,,rdawo:P10228,Deprecated,
has derivative work relationship with (Deprecated),rdawo:derivativeWorkRelationship.en,rdawo:P10229,property,rdac:C10001,rdac:C10001,rdaw:P10229,rdawo:P10198,,rdawo:P10229,Deprecated,
has sequential work relationship with (Deprecated),rdawo:sequentialWorkRelationship.en,rdawo:P10231,property,rdac:C10001,rdac:C10001,rdaw:P10231,rdawo:P10198,,rdawo:P10231,Deprecated,
has whole-part work relationship with (Deprecated),rdawo:wholePartWorkRelationship.en,rdawo:P10232,property,rdac:C10001,rdac:C10001,rdaw:P10232,rdawo:P10198,,rdawo:P10232,Deprecated,
is musical theatre adaptation of work,rdawo:musicalTheatreAdaptationOfWork.en,rdawo:P10233,property,rdac:C10001,rdac:C10001,rdaw:P10233,rdawo:P10142,,rdawo:P10235,Published,
is opera adaptation of work,rdawo:operaAdaptationOfWork.en,rdawo:P10234,property,rdac:C10001,rdac:C10001,rdaw:P10234,rdawo:P10142,,rdawo:P10236,Published,
is adapted as musical theatre work,rdawo:adaptedAsMusicalTheatreWork.en,rdawo:P10235,property,rdac:C10001,rdac:C10001,rdaw:P10235,rdawo:P10155,,rdawo:P10233,Published,
is adapted as opera work,rdawo:adaptedAsOperaWork.en,rdawo:P10236,property,rdac:C10001,rdac:C10001,rdaw:P10236,rdawo:P10155,,rdawo:P10234,Published,
has music work,rdawo:musicWork.en,rdawo:P10237,property,rdac:C10001,rdac:C10001,rdaw:P10237,rdawo:P10103,,rdawo:P10238,Published,
is music for work,rdawo:musicForWork.en,rdawo:P10238,property,rdac:C10001,rdac:C10001,rdaw:P10238,rdawo:P10103,,rdawo:P10237,Published,
has video music work,rdawo:videoMusicWork.en,rdawo:P10239,property,rdac:C10001,rdac:C10001,rdaw:P10239,rdawo:P10237,,rdawo:P10240,Published,
is music for video work,rdawo:musicForVideoWork.en,rdawo:P10240,property,rdac:C10001,rdac:C10001,rdaw:P10240,rdawo:P10238,,rdawo:P10239,Published,
has television program music work,rdawo:televisionProgramMusicWork.en,rdawo:P10241,property,rdac:C10001,rdac:C10001,rdaw:P10241,rdawo:P10237,,rdawo:P10242,Published,
is music for television program work,rdawo:musicForTelevisionProgramWork.en,rdawo:P10242,property,rdac:C10001,rdac:C10001,rdaw:P10242,rdawo:P10238,,rdawo:P10241,Published,
has radio program music work,rdawo:radioProgramMusicWork.en,rdawo:P10243,property,rdac:C10001,rdac:C10001,rdaw:P10243,rdawo:P10237,,rdawo:P10244,Published,
is music for radio program work,rdawo:musicForRadioProgramWork.en,rdawo:P10244,property,rdac:C10001,rdac:C10001,rdaw:P10244,rdawo:P10238,,rdawo:P10243,Published,
is music for motion picture work,rdawo:musicForMotionPictureWork.en,rdawo:P10245,property,rdac:C10001,rdac:C10001,rdaw:P10245,rdawo:P10238,,rdawo:P10246,Published,
has motion picture music work,rdawo:motionPictureMusicWork.en,rdawo:P10246,property,rdac:C10001,rdac:C10001,rdaw:P10246,rdawo:P10237,,rdawo:P10245,Published,
has choreography work,rdawo:choreographyWork.en,rdawo:P10247,property,rdac:C10001,rdac:C10001,rdaw:P10247,rdawo:P10103,,rdawo:P10248,Published,
is choreography for work,rdawo:choreographyForWork.en,rdawo:P10248,property,rdac:C10001,rdac:C10001,rdaw:P10248,rdawo:P10103,,rdawo:P10247,Published,
is adapted as video game work,rdawo:adaptedAsVideoGameWork.en,rdawo:P10249,property,rdac:C10001,rdac:C10001,rdaw:P10249,rdawo:P10155,,rdawo:P10250,Published,
is video game adaptation of work,rdawo:videoGameAdaptationOfWork.en,rdawo:P10250,property,rdac:C10001,rdac:C10001,rdaw:P10250,rdawo:P10142,,rdawo:P10249,Published,
is adapted as graphic novel work,rdawo:adaptedAsGraphicNovelWork.en,rdawo:P10251,property,rdac:C10001,rdac:C10001,rdaw:P10251,rdawo:P10155,,rdawo:P10252,Published,
is graphic novelization of work,rdawo:graphicNovelizationOfWork.en,rdawo:P10252,property,rdac:C10001,rdac:C10001,rdaw:P10252,rdawo:P10142,,rdawo:P10251,Published,
has calligrapher agent,rdawo:calligrapherAgent.en,rdawo:P10253,property,rdac:C10001,rdac:C10002,rdaw:P10253,rdawo:P10058,,rdaao:P50246,Published,
has book artist agent,rdawo:bookArtistAgent.en,rdawo:P10254,property,rdac:C10001,rdac:C10002,rdaw:P10254,rdawo:P10058,,rdaao:P50247,Published,
has rapporteur agent,rdawo:rapporteurAgent.en,rdawo:P10255,property,rdac:C10001,rdac:C10002,rdaw:P10255,rdawo:P10061,,rdaao:P50248,Published,
has subject work,rdawo:subjectWork.en,rdawo:P10257,property,rdac:C10001,rdac:C10001,rdaw:P10257,rdawo:P10198,rdawo:P10324,rdawo:P10264,Published,
has subject expression,rdawo:subjectExpression.en,rdawo:P10258,property,rdac:C10001,rdac:C10006,rdaw:P10258,rdawo:P10308,rdawo:P10324,rdaeo:P20268,Published,
has subject manifestation,rdawo:subjectManifestation.en,rdawo:P10259,property,rdac:C10001,rdac:C10007,rdaw:P10259,rdawo:P10309,rdawo:P10324,rdamo:P30253,Published,
has subject item,rdawo:subjectItem.en,rdawo:P10260,property,rdac:C10001,rdac:C10003,rdaw:P10260,rdawo:P10310,rdawo:P10324,rdaio:P40061,Published,
has subject person,rdawo:subjectPerson.en,rdawo:P10261,property,rdac:C10001,rdac:C10004,rdaw:P10261,rdawo:P10312,rdawo:P10319,rdaao:P50249,Published,
has subject family,rdawo:subjectFamily.en,rdawo:P10262,property,rdac:C10001,rdac:C10008,rdaw:P10262,rdawo:P10313,rdawo:P10320,rdaao:P50250,Published,
has subject corporate body,rdawo:subjectCorporateBody.en,rdawo:P10263,property,rdac:C10001,rdac:C10005,rdaw:P10263,rdawo:P10314,rdawo:P10320,rdaao:P50251,Published,
is subject work of,rdawo:subjectWorkOf.en,rdawo:P10264,property,rdac:C10001,rdac:C10001,rdaw:P10264,rdawo:P10198,rdaxo:P00014,rdawo:P10257,Published,
is description of item,rdawo:descriptionOfItem.en,rdawo:P10265,property,rdac:C10001,rdac:C10003,rdaw:P10265,rdawo:P10260,rdawo:P10360,rdaio:P40062,Published,
is analysis of item,rdawo:analysisOfItem.en,rdawo:P10266,property,rdac:C10001,rdac:C10003,rdaw:P10266,rdawo:P10265,,rdaio:P40063,Published,
is evaluation of item (Deprecated),rdawo:evaluationOfItem.en,rdawo:P10267,property,rdac:C10001,rdac:C10003,rdaw:P10267,rdawo:P10265,,rdaio:P40066,Deprecated,
is review of item (Deprecated),rdawo:reviewOfItem.en,rdawo:P10268,property,rdac:C10001,rdac:C10003,rdaw:P10268,rdawo:P10265,,rdaio:P40067,Deprecated,
is critique of item (Deprecated),rdawo:critiqueOfItem.en,rdawo:P10269,property,rdac:C10001,rdac:C10003,rdaw:P10269,rdawo:P10265,,rdaio:P40065,Deprecated,
is commentary on item,rdawo:commentaryOnItem.en,rdawo:P10270,property,rdac:C10001,rdac:C10003,rdaw:P10270,rdawo:P10265,,rdaio:P40064,Published,
is description of manifestation,rdawo:descriptionOfManifestation.en,rdawo:P10271,property,rdac:C10001,rdac:C10007,rdaw:P10271,rdawo:P10259,rdawo:P10360,rdamo:P30254,Published,
is analysis of manifestation,rdawo:analysisOfManifestation.en,rdawo:P10272,property,rdac:C10001,rdac:C10007,rdaw:P10272,rdawo:P10271,,rdamo:P30255,Published,
is evaluation of manifestation,rdawo:evaluationOfManifestation.en,rdawo:P10273,property,rdac:C10001,rdac:C10007,rdaw:P10273,rdawo:P10259,,rdamo:P30258,Published,
is review of manifestation,rdawo:reviewOfManifestation.en,rdawo:P10274,property,rdac:C10001,rdac:C10007,rdaw:P10274,rdawo:P10273,,rdamo:P30259,Published,
is critique of manifestation,rdawo:critiqueOfManifestation.en,rdawo:P10275,property,rdac:C10001,rdac:C10007,rdaw:P10275,rdawo:P10273,,rdamo:P30257,Published,
is commentary on manifestation,rdawo:commentaryOnManifestation.en,rdawo:P10276,property,rdac:C10001,rdac:C10007,rdaw:P10276,rdawo:P10271,,rdamo:P30256,Published,
is description of expression,rdawo:descriptionOfExpression.en,rdawo:P10277,property,rdac:C10001,rdac:C10006,rdaw:P10277,rdawo:P10258,rdawo:P10360,rdaeo:P20269,Published,
is analysis of expression,rdawo:analysisOfExpression.en,rdawo:P10278,property,rdac:C10001,rdac:C10006,rdaw:P10278,rdawo:P10277,,rdaeo:P20270,Published,
is evaluation of expression,rdawo:evaluationOfExpression.en,rdawo:P10279,property,rdac:C10001,rdac:C10006,rdaw:P10279,rdawo:P10258,,rdaeo:P20273,Published,
is review of expression,rdawo:reviewOfExpression.en,rdawo:P10280,property,rdac:C10001,rdac:C10006,rdaw:P10280,rdawo:P10279,,rdaeo:P20274,Published,
is critique of expression,rdawo:critiqueOfExpression.en,rdawo:P10281,property,rdac:C10001,rdac:C10006,rdaw:P10281,rdawo:P10279,,rdaeo:P20272,Published,
is commentary on expression,rdawo:commentaryOnExpression.en,rdawo:P10282,property,rdac:C10001,rdac:C10006,rdaw:P10282,rdawo:P10277,,rdaeo:P20271,Published,
has degree committee member,rdawo:degreeCommitteeMember.en,rdawo:P10284,property,rdac:C10001,rdac:C10004,rdaw:P10284,rdawo:P10437,,rdaao:P50257,Published,
has defendant corporate body,rdawo:defendantCorporateBody.en,rdawo:P10285,property,rdac:C10001,rdac:C10005,rdaw:P10285,rdawo:P10531,,rdaao:P50258,Published,
has defendant person,rdawo:defendantPerson.en,rdawo:P10286,property,rdac:C10001,rdac:C10004,rdaw:P10286,rdawo:P10437,,rdaao:P50259,Published,
has commissioning agent,rdawo:commissioningAgent.en,rdawo:P10287,property,rdac:C10001,rdac:C10002,rdaw:P10287,rdawo:P10311,,rdaao:P50262,Published,
is oratorio adaptation of work,rdawo:oratorioAdaptationOfWork.en,rdawo:P10288,property,rdac:C10001,rdac:C10001,rdaw:P10288,rdawo:P10142,,rdawo:P10289,Published,
is adapted as oratorio work,rdawo:adaptedAsOratorioWork.en,rdawo:P10289,property,rdac:C10001,rdac:C10001,rdaw:P10289,rdawo:P10155,,rdawo:P10288,Published,
is inspired by,rdawo:inspiredBy.en,rdawo:P10290,property,rdac:C10001,rdac:C10001,rdaw:P10290,rdawo:P10198,,rdawo:P10291,Published,
is inspiration for,rdawo:inspirationFor.en,rdawo:P10291,property,rdac:C10001,rdac:C10001,rdaw:P10291,rdawo:P10198,,rdawo:P10290,Published,
has participant in treaty,rdawo:participantInTreaty.en,rdawo:P10292,property,rdac:C10001,rdac:C10005,rdaw:P10292,rdawo:P10531,,rdaao:P50264,Published,
has researcher agent,rdawo:researcherAgent.en,rdawo:P10293,property,rdac:C10001,rdac:C10002,rdaw:P10293,rdawo:P10065,,rdaao:P50265,Published,
has commemoration,rdawo:commemoration.en,rdawo:P10294,property,rdac:C10001,rdac:C10001,rdaw:P10294,rdawo:P10198,,rdawo:P10295,Published,
is commemoration of,rdawo:commemorationOf.en,rdawo:P10295,property,rdac:C10001,rdac:C10001,rdaw:P10295,rdawo:P10198,,rdawo:P10294,Published,
has referential work relationship with (Deprecated),rdawo:referentialWorkRelationship.en,rdawo:P10296,property,rdac:C10001,rdac:C10001,rdaw:P10296,rdawo:P10198,,rdawo:P10296,Deprecated,
has organizer agent,rdawo:organizerAgent.en,rdawo:P10297,property,rdac:C10001,rdac:C10002,rdaw:P10297,rdawo:P10065,,rdaao:P50270,Published,
has editorial director agent,rdawo:editorialDirectorAgent.en,rdawo:P10298,property,rdac:C10001,rdac:C10002,rdaw:P10298,rdawo:P10065,,rdaao:P50289,Published,
has founder agent of work,rdawo:founderAgentOfWork.en,rdawo:P10299,property,rdac:C10001,rdac:C10002,rdaw:P10299,rdawo:P10065,,rdaao:P50290,Published,
has audio producer agent,rdawo:audioProducerAgent.en,rdawo:P10304,property,rdac:C10001,rdac:C10002,rdaw:P10304,rdawo:P10064,,rdaao:P50295,Published,
has casting director agent,rdawo:castingDirectorAgent.en,rdawo:P10305,property,rdac:C10001,rdac:C10002,rdaw:P10305,rdawo:P10065,,rdaao:P50294,Published,
has remix artist agent,rdawo:remixArtistAgent.en,rdawo:P10306,property,rdac:C10001,rdac:C10002,rdaw:P10306,rdawo:P10065,,rdaao:P50293,Published,
has related RDA entity of work,rdawo:relatedRDAEntityOfWork.en,rdawo:P10307,property,rdac:C10001,rdac:C10013,rdaw:P10307,rdaxo:P00001,,rdaxo:P00002,Published,
has related expression of work,rdawo:relatedExpressionOfWork.en,rdawo:P10308,property,rdac:C10001,rdac:C10006,rdaw:P10308,rdawo:P10307,rdaxo:P00003,rdaeo:P20298,Published,
has related manifestation of work,rdawo:relatedManifestationOfWork.en,rdawo:P10309,property,rdac:C10001,rdac:C10007,rdaw:P10309,rdawo:P10307,rdaxo:P00004,rdamo:P30265,Published,
has related item of work,rdawo:relatedItemOfWork.en,rdawo:P10310,property,rdac:C10001,rdac:C10003,rdaw:P10310,rdawo:P10307,rdaxo:P00005,rdaio:P40069,Published,
has related agent of work,rdawo:relatedAgentOfWork.en,rdawo:P10311,property,rdac:C10001,rdac:C10002,rdaw:P10311,rdawo:P10307,rdaxo:P00006,rdaao:P50305,Published,
has related person of work,rdawo:relatedPersonOfWork.en,rdawo:P10312,property,rdac:C10001,rdac:C10004,rdaw:P10312,rdawo:P10311,rdaxo:P00007,rdaao:P50311,Published,
has related family of work,rdawo:relatedFamilyOfWork.en,rdawo:P10313,property,rdac:C10001,rdac:C10008,rdaw:P10313,rdawo:P10315,rdaxo:P00008,rdaao:P50320,Published,
has related corporate body of work,rdawo:relatedCorporateBodyOfWork.en,rdawo:P10314,property,rdac:C10001,rdac:C10005,rdaw:P10314,rdawo:P10315,rdaxo:P00009,rdaao:P50329,Published,
has related collective agent of work,rdawo:relatedCollectiveAgentOfWork.en,rdawo:P10315,property,rdac:C10001,rdac:C10011,rdaw:P10315,rdawo:P10311,rdaxo:P00012,rdaao:P50357,Published,
has related place of work,rdawo:relatedPlaceOfWork.en,rdawo:P10316,property,rdac:C10001,rdac:C10009,rdaw:P10316,rdawo:P10307,rdaxo:P00010,rdapo:P70004,Published,
has related timespan of work,rdawo:relatedTimespanOfWork.en,rdawo:P10317,property,rdac:C10001,rdac:C10010,rdaw:P10317,rdawo:P10307,rdaxo:P00011,rdato:P70001,Published,
has related nomen of work,rdawo:relatedNomenOfWork.en,rdawo:P10318,property,rdac:C10001,rdac:C10012,rdaw:P10318,rdawo:P10307,rdaxo:P00013,rdano:P80001,Published,
has subject agent,rdawo:subjectAgent.en,rdawo:P10319,property,rdac:C10001,rdac:C10002,rdaw:P10319,rdawo:P10311,rdawo:P10324,rdaao:P50366,Published,
has subject collective agent,rdawo:subjectCollectiveAgent.en,rdawo:P10320,property,rdac:C10001,rdac:C10011,rdaw:P10320,rdawo:P10315,rdawo:P10319,rdaao:P50367,Published,
has subject place,rdawo:subjectPlace.en,rdawo:P10321,property,rdac:C10001,rdac:C10009,rdaw:P10321,rdawo:P10316,rdawo:P10324,rdapo:P70017,Published,
has subject timespan,rdawo:subjectTimespan.en,rdawo:P10322,property,rdac:C10001,rdac:C10010,rdaw:P10322,rdawo:P10317,rdawo:P10324,rdato:P70014,Published,
has subject nomen,rdawo:subjectNomen.en,rdawo:P10323,property,rdac:C10001,rdac:C10012,rdaw:P10323,rdawo:P10318,rdawo:P10324,rdano:P80014,Published,
has subject RDA entity,rdawo:subjectRDAEntity.en,rdawo:P10324,property,rdac:C10001,rdac:C10013,rdaw:P10324,rdawo:P10307,,rdaxo:P00014,Published,
is description of person,rdawo:descriptionOfPerson.en,rdawo:P10325,property,rdac:C10001,rdac:C10004,rdaw:P10325,rdawo:P10261,rdawo:P10338,rdaao:P50368,Published,
is description of corporate body,rdawo:descriptionOfCorporateBody.en,rdawo:P10326,property,rdac:C10001,rdac:C10005,rdaw:P10326,rdawo:P10263,rdawo:P10339,rdaao:P50369,Published,
is description of family,rdawo:descriptionOfFamily.en,rdawo:P10327,property,rdac:C10001,rdac:C10008,rdaw:P10327,rdawo:P10262,rdawo:P10339,rdaao:P50370,Published,
has access point for work,rdawo:accessPointForWork.en,rdawo:P10328,property,rdac:C10001,rdac:C10012,rdaw:P10328,rdawo:P10329,rdaxo:P00016,rdano:P80027,Published,
has appellation of work,rdawo:appellationOfWork.en,rdawo:P10329,property,rdac:C10001,rdac:C10012,rdaw:P10329,rdawo:P10318,rdaxo:P00017,rdano:P80045,Published,
has authorized access point for work,rdawo:authorizedAccessPointForWork.en,rdawo:P10331,property,rdac:C10001,rdac:C10012,rdaw:P10331,rdawo:P10328,rdaxo:P00020,rdano:P80079,Published,
has variant access point for work,rdawo:variantAccessPointForWork.en,rdawo:P10332,property,rdac:C10001,rdac:C10012,rdaw:P10332,rdawo:P10328,rdaxo:P00022,rdano:P80080,Published,
has opus number,rdawo:opusNumber.en,rdawo:P10333,property,rdac:C10001,rdac:C10012,rdaw:P10333,rdawo:P10079,,rdano:P80120,Published,
has serial number of musical work,rdawo:serialNumberOfMusicalWork.en,rdawo:P10334,property,rdac:C10001,rdac:C10012,rdaw:P10334,rdawo:P10079,,rdano:P80121,Published,
has thematic index number,rdawo:thematicIndexNumber.en,rdawo:P10335,property,rdac:C10001,rdac:C10012,rdaw:P10335,rdawo:P10079,,rdano:P80122,Published,
has transformation,rdawo:transformation.en,rdawo:P10336,property,rdac:C10001,rdac:C10001,rdaw:P10336,rdawo:P10198,,rdawo:P10337,Published,
is transformation of,rdawo:transformationOf.en,rdawo:P10337,property,rdac:C10001,rdac:C10001,rdaw:P10337,rdawo:P10198,,rdawo:P10336,Published,
is description of agent,rdawo:descriptionOfAgent.en,rdawo:P10338,property,rdac:C10001,rdac:C10002,rdaw:P10338,rdawo:P10319,rdawo:P10360,rdaao:P50426,Published,
is description of collective agent,rdawo:descriptionOfCollectiveAgent.en,rdawo:P10339,property,rdac:C10001,rdac:C10011,rdaw:P10339,rdawo:P10320,rdawo:P10338,rdaao:P50427,Published,
has transformation by style,rdawo:transformationByStyle.en,rdawo:P10340,property,rdac:C10001,rdac:C10001,rdaw:P10340,rdawo:P10336,,rdawo:P10341,Published,
is transformation by style of,rdawo:transformationByStyleOf.en,rdawo:P10341,property,rdac:C10001,rdac:C10001,rdaw:P10341,rdawo:P10337,,rdawo:P10340,Published,
has transformation by genre,rdawo:transformationByGenre.en,rdawo:P10342,property,rdac:C10001,rdac:C10001,rdaw:P10342,rdawo:P10336,,rdawo:P10343,Published,
is transformation by genre of,rdawo:transformationByGenreOf.en,rdawo:P10343,property,rdac:C10001,rdac:C10001,rdaw:P10343,rdawo:P10337,,rdawo:P10342,Published,
has transformation by policy,rdawo:transformationByPolicy.en,rdawo:P10344,property,rdac:C10001,rdac:C10001,rdaw:P10344,rdawo:P10336,,rdawo:P10345,Published,
is transformation by policy of,rdawo:transformationByPolicyOf.en,rdawo:P10345,property,rdac:C10001,rdac:C10001,rdaw:P10345,rdawo:P10337,,rdawo:P10344,Published,
has representative expression,rdawo:representativeExpression.en,rdawo:P10346,property,rdac:C10001,rdac:C10006,rdaw:P10346,rdawo:P10078,,rdaeo:P20325,Published,
has date of capture of representative expression,rdawo:dateOfCaptureOfRepresentativeExpression.en,rdawo:P10350,property,rdac:C10001,rdac:C10010,rdaw:P10350,rdawo:P10219,,rdato:P70054,Published,
has duration of representative expression (Deprecated),rdawo:durationOfRepresentativeExpression.en,rdawo:P10351,property,rdac:C10001,rdac:C10010,rdaw:P10351,rdawo:P10317,,rdato:P70055,Deprecated,
has place of capture of representative expression,rdawo:placeOfCaptureOfRepresentativeExpression.en,rdawo:P10354,property,rdac:C10001,rdac:C10009,rdaw:P10354,rdawo:P10316,,rdapo:P70052,Published,
