reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subClassOf[0],subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type","See Also[0]"
13917,"has identifier for family",rdaa:identifierForFamily.en,"Relates a family to an appellation of family that consists of a code, number, or other string, usually independent of natural language and social naming conventions, used to identify a family.",,,,,,,,,,,"identifier for family","An appellation of family that consists of a code, number, or other string, usually independent of natural language and social naming conventions, used to identify a family.",rdaa:P50052,property,identifierForFamily,rdac:C10008,,rdau:P60053,,rdaa:P50381,rdaa:P50384,,,Published,10.10,3,
13918,"has descendant family of family",rdaa:descendantFamilyOfFamily.en,"Relates a family to a family who descends from another family.",,,,,,,,,,,"descendant family of family","A family who descends from another family.",rdaa:P50053,property,descendantFamilyOfFamily,rdac:C10008,,rdau:P60686,,rdaa:P50326,,,,Published,29.5,2,
13919,"has variant name of family",rdaa:variantNameOfFamily.en,"Relates a family to a name of family that is not selected for preference in a specific application or context.",,,,,,,,,,,"variant name of family","A name of family that is not selected for preference in a specific application or context.",rdaa:P50054,property,variantNameOfFamily,rdac:C10008,,rdau:P60119,,rdaa:P50061,rdaa:P50416,,,Published,10.2.3,3,
13920,"is descendant family of person of",rdaa:descendantFamilyOfPersonOf.en,"Relates a family to a person from whom a family descends.",,progenitor,,,,,,,,,"descendant family of person of","A person from whom a family descends.",rdaa:P50055,property,descendantFamilyOfPersonOf,rdac:C10008,,rdau:P60683,,rdaa:P50325,,,,Published,29.5,2,
13921,"has person member of family",rdaa:personMemberOfFamily.en,"Relates a family to a person who is a member of a family.",,"family member",,,,,,,,,"person member of family","A person who is a member of a family.",rdaa:P50056,property,personMemberOfFamily,rdac:C10008,,rdau:P60697,,rdaa:P50325,rdaa:P50445,,,Published,29.5,2,
13924,"has hereditary term of honour",rdaa:hereditaryTermOfHonour.en,"Relates a family to a word or phrase indicative of royalty, nobility, etc., associated with a family.",,,,,,,,,,,"hereditary term of honour","A word or phrase indicative of royalty, nobility, etc., associated with a family.",rdaa:P50059,property,hereditaryTermOfHonour,rdac:C10008,,rdau:P60356,,,,,,Published,10.7,3,
13925,"has prominent member of family",rdaa:prominentMemberOfFamily.en,"Relates a family to a well-known individual who is a member of a family.",,,,,,,,,,,"prominent member of family","A well-known individual who is a member of a family.",rdaa:P50060,property,prominentMemberOfFamily,rdac:C10008,,rdau:P60362,,rdaa:P50056,,,,Published,10.6,2,
13926,"has name of family",rdaa:nameOfFamily.en,"Relates a family to an appellation of family in natural language and phrasing used in common discourse.",,,,,,,,,,,"name of family","An appellation of family in natural language and phrasing used in common discourse.",rdaa:P50061,property,nameOfFamily,rdac:C10008,,rdau:P60368,,rdaa:P50381,rdaa:P50386,,,Published,10.2,3,
13927,"has founded corporate body of family",rdaa:foundedCorporateBodyOfFamily.en,"Relates a family to a corporate body who is initiated by a family.",,,,,,,,,,,"founded corporate body of family","A corporate body who is initiated by a family.",rdaa:P50062,property,foundedCorporateBodyOfFamily,rdac:C10008,,rdau:P60687,,rdaa:P50327,rdaa:P51105,,,Published,29.5,2,
13928,"has sponsored corporate body of family",rdaa:sponsoredCorporateBodyOfFamily.en,"Relates a family to a corporate body who is sponsored by a family.",,,,,,,,,,,"sponsored corporate body of family","A corporate body who is sponsored by a family.",rdaa:P50063,property,sponsoredCorporateBodyOfFamily,rdac:C10008,,rdau:P60688,,rdaa:P50327,rdaa:P51099,,,Published,29.5,2,
13929,"has family history",rdaa:familyHistory.en,"Relates a family to a summary of information about the history of a family or its members.",,,,,,,,,,,"family history","A summary of information about the history of a family or its members.",rdaa:P50064,property,familyHistory,rdac:C10008,,rdau:P60484,,,,,,Published,10.9,6,
13930,"has preferred name of family",rdaa:preferredNameOfFamily.en,"Relates a family to a name of family that is selected for preference in a specific application or context.",,,,,,,,,,,"preferred name of family","A name of family that is selected for preference in a specific application or context.",rdaa:P50065,property,preferredNameOfFamily,rdac:C10008,,rdau:P60549,,rdaa:P50061,rdaa:P50414,,,Published,10.2.2,3,
13931,"is donor agent of",rdaa:donorAgentOf.en,"Relates an agent to an item that is donated to another owner who is an agent.",,"donor of",,,,,,,,,"donor agent of","An item that is donated to another owner who is an agent.",rdaa:P50066,property,donorAgentOf,rdac:C10002,,rdau:P60012,,rdaa:P50163,,,,Published,18.5,2,
13932,"is seller agent of",rdaa:sellerAgentOf.en,"Relates an agent to an item that is sold to another owner who is an agent.",,"seller of",,,,,,,,,"seller agent of","An item that is sold to another owner who is an agent.",rdaa:P50067,property,sellerAgentOf,rdac:C10002,,rdau:P60013,,rdaa:P50163,,,,Published,18.5,2,
13933,"is enacting jurisdiction of",rdaa:enactingJurisdictionOf.en,"Relates a corporate body to a work that is a law, regulation, constitution, court rule, or other legislation enacted by a corporate body who is a government.",,,,,,,,,,,"enacting jurisdiction of","A work that is a law, regulation, constitution, court rule, or other legislation enacted by a corporate body who is a government.",rdaa:P50068,property,enactingJurisdictionOf,rdac:C10005,,rdau:P60014,,rdaa:P50844,,,,Published,18.5,2,
13935,"is conductor agent of",rdaa:conductorAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of leading of a performing group in a musical or dramatic presentation.",,"conductor of",,,,,,,,,"conductor agent of","An expression that includes a contribution by an agent of leading of a performing group in a musical or dramatic presentation.",rdaa:P50070,property,conductorAgentOf,rdac:C10002,,rdau:P60016,,rdaa:P50147,,,,Published,18.5,2,
13936,"is actor agent of",rdaa:actorAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of acting as a cast member or player in a musical or dramatic presentation.",,"actor of",,,,,,,,,"actor agent of","An expression that includes a contribution by an agent of acting as a cast member or player in a musical or dramatic presentation.",rdaa:P50071,property,actorAgentOf,rdac:C10002,,rdau:P60017,,rdaa:P50147,,,,Published,18.5,2,
13937,"is onscreen presenter agent of",rdaa:onscreenPresenterAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of appearing on screen to provide contextual or background information.","An on-screen presenter may appear in nonfiction moving image materials or in introductions to fiction moving image materials.","on-screen presenter of",,,,,,,,,"onscreen presenter agent of","An expression that includes a contribution by an agent of appearing on screen to provide contextual or background information.",rdaa:P50072,property,onscreenPresenterAgentOf,rdac:C10002,,rdau:P60018,,rdaa:P50147,,,,Published,18.5,2,rdaa:P50261
13938,"is dancer agent of",rdaa:dancerAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of dancing in a musical or dramatic presentation.",,"dancer of",,,,,,,,,"dancer agent of","An expression that includes a contribution by an agent of dancing in a musical or dramatic presentation.",rdaa:P50073,property,dancerAgentOf,rdac:C10002,,rdau:P60019,,rdaa:P50147,,,,Published,18.5,2,
13939,"is instructor agent of",rdaa:instructorAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of teaching or providing a demonstration.",,"instructor of",,,,,,,,,"instructor agent of","An expression that includes a contribution by an agent of teaching or providing a demonstration.",rdaa:P50074,property,instructorAgentOf,rdac:C10002,,rdau:P60020,,rdaa:P50147,,,,Published,18.5,2,
13940,"is host agent of",rdaa:hostAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of leading a program, often broadcast, that includes other guests, performers, and other agents.",,"host of",,,,,,,,,"host agent of","An expression that includes a contribution by an agent of leading a program, often broadcast, that includes other guests, performers, and other agents.",rdaa:P50075,property,hostAgentOf,rdac:C10002,,rdau:P60021,,rdaa:P50147,,,,Published,18.5,2,
13941,"is moderator agent of",rdaa:moderatorAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of leading a program, often broadcast, where topics are discussed, usually with participation of experts in fields related to the discussion.",,"moderator of",,,,,,,,,"moderator agent of","An expression that includes a contribution by an agent of leading a program, often broadcast, where topics are discussed, usually with participation of experts in fields related to the discussion.",rdaa:P50076,property,moderatorAgentOf,rdac:C10002,,rdau:P60022,,rdaa:P50147,,,,Published,18.5,2,
13942,"is puppeteer agent of",rdaa:puppeteerAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of manipulating, controlling, or directing puppets or marionettes in a moving image production or a musical or dramatic presentation or entertainment",,"puppeteer of",,,,,,,,,"puppeteer agent of","An expression that includes a contribution by an agent of manipulating, controlling, or directing puppets or marionettes in a moving image production or a musical or dramatic presentation or entertainment.",rdaa:P50077,property,puppeteerAgentOf,rdac:C10002,,rdau:P60023,,rdaa:P50147,,,,Published,18.5,2,
13943,"is panelist agent of",rdaa:panelistAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of participating in a program, often broadcast, where topics are discussed, usually with participation of experts in fields related to the discussion.",,"panelist of",,,,,,,,,"panelist agent of","An expression that includes a contribution by an agent of participating in a program, often broadcast, where topics are discussed, usually with participation of experts in fields related to the discussion.",rdaa:P50078,property,panelistAgentOf,rdac:C10002,,rdau:P60024,,rdaa:P50147,,,,Published,18.5,2,
13944,"is instrumentalist agent of",rdaa:instrumentalistAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of playing a musical instrument.",,"instrumentalist of",,,,,,,,,"instrumentalist agent of","An expression that includes a contribution by an agent of playing a musical instrument.",rdaa:P50079,property,instrumentalistAgentOf,rdac:C10002,,rdau:P60025,,rdaa:P50147,,,,Published,18.5,2,
13945,"is commentator agent of",rdaa:commentatorAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of providing interpretation, analysis, or a discussion of the subject matter on a recording, film, or other audiovisual medium.",,"commentator of",,,,,,,,,"commentator agent of","An expression that includes a contribution by an agent of providing interpretation, analysis, or a discussion of the subject matter on a recording, film, or other audiovisual medium.",rdaa:P50080,property,commentatorAgentOf,rdac:C10002,,rdau:P60026,,rdaa:P50147,,,,Published,18.5,2,
13946,"is narrator agent of",rdaa:narratorAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of reading aloud or giving an account of an act, occurrence, or other event.",,"narrator of",,,,,,,,,"narrator agent of","An expression that includes a contribution by an agent of reading aloud or giving an account of an act, occurrence, or other event.",rdaa:P50081,property,narratorAgentOf,rdac:C10002,,rdau:P60028,,rdaa:P50147,,,,Published,18.5,2,
13947,"is storyteller agent of",rdaa:storytellerAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of a performance of relaying an original story with dramatic or theatrical interpretation.",,"storyteller of",,,,,,,,,"storyteller agent of","An expression that includes a contribution by an agent of performance of relaying an original story with dramatic or theatrical interpretation.",rdaa:P50082,property,storytellerAgentOf,rdac:C10002,,rdau:P60029,,rdaa:P50147,,,,Published,18.5,2,
13948,"is speaker agent of",rdaa:speakerAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of speaking words, such as a lecture, speech, etc.",,"speaker of",,,,,,,,,"speaker agent of","An expression that includes a contribution by an agent of speaking words, such as a lecture, speech, etc.",rdaa:P50083,property,speakerAgentOf,rdac:C10002,,rdau:P60030,,rdaa:P50147,,,,Published,18.5,2,
13949,"is singer agent of",rdaa:singerAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of performance of voice, with or without instrumental accompaniment, to produce music.","A performance of a singer may or may not include actual words.","singer of",,,,,,,,,"singer agent of","An expression that includes a contribution by an agent of performance of voice, with or without instrumental accompaniment, to produce music.",rdaa:P50084,property,singerAgentOf,rdac:C10002,,rdau:P60031,,rdaa:P50147,,,,Published,18.5,2,
13950,"is appellee person of",rdaa:appelleePersonOf.en,"Relates a person to a legal work of a higher court that records a decision of a lower court that appeals against a person.",,,,,,,,,,,"appellee person of","A legal work of a higher court that records a decision of a lower court that appeals against a person.",rdaa:P50085,property,appelleePersonOf,rdac:C10004,,rdau:P60601,,rdaa:P50542,,,,Published,18.5,2,
13951,"is medium of",rdaa:mediumOf.en,"Relates a person to a work that involves a responsibility for claiming a communication with a world of spirits.",,,,,,,,,,,"medium of","A work that involves a responsibility for claiming a communication with a world of spirits.",rdaa:P50086,property,mediumOf,rdac:C10004,,rdau:P60032,,rdaa:P50542,,,,Published,18.5,2,
13956,"is degree supervisor of",rdaa:degreeSupervisorOf.en,"Relates a person to a work that involves a responsibility as an academic supervisor of thesis or dissertation research for an academic degree that results in a work.",,,,,,,,,,,"degree supervisor of","A work that involves a responsibility as an academic supervisor of thesis or dissertation research for an academic degree that results in a work.",rdaa:P50091,property,degreeSupervisorOf,rdac:C10004,,rdau:P60649,,rdaa:P50458,,,,Published,18.5,2,
13957,"is illuminator agent of",rdaa:illuminatorAgentOf.en,"Relates an agent to an item that is decorated by an agent using precious metals or colour, often with elaborate designs and motifs.",,"illuminator of",,,,,,,,,"illuminator agent of","An item that is decorated by an agent using precious metals or colour, often with elaborate designs and motifs.",rdaa:P50092,property,illuminatorAgentOf,rdac:C10002,,rdau:P60650,,rdaa:P50308,,,,Published,18.5,2,
13959,"has identifier for person",rdaa:identifierForPerson.en,"Relates a person to an appellation of person that consists of a code, number, or other string, usually independent of natural language and social naming conventions, used to identify a person.",,,,,,,,,,,"identifier for person","An appellation of person that consists of a code, number, or other string, usually independent of natural language and social naming conventions, used to identify a person.",rdaa:P50094,property,identifierForPerson,rdac:C10004,,rdau:P60053,,rdaa:P50382,rdaa:P50383,,,Published,9.18,3,
13960,"is person member of corporate body of",rdaa:personMemberOfCorporateBodyOf.en,"Relates a person to a corporate body of whom a person is a member.",,"corporate body",affiliation,,,,,,,,"person member of corporate body of","A corporate body of whom a person is a member.",rdaa:P50095,property,personMemberOfCorporateBodyOf,rdac:C10004,,rdau:P60648,,rdaa:P50318,rdaa:P50444,,,Published,29.5,2,
13961,"has employer",rdaa:employer.en,"Relates a person to a corporate body who employs a person.",,,,,,,,,,,employer,"A corporate body who employs a person.",rdaa:P50096,property,employer,rdac:C10004,,rdau:P60679,,rdaa:P50095,,,,Published,29.5,2,
13962,"has country associated with person",rdaa:countryAssociatedWithPerson.en,"Relates a person to a country with which a person is identified.",,,,,,,,,,,"country associated with person","A country with which a person is identified.",rdaa:P50097,property,countryAssociatedWithPerson,rdac:C10004,,rdau:P60063,,rdaa:P50346,,,,Published,9.10,2,
13963,"has period of activity of person",rdaa:periodOfActivityOfPerson.en,"Relates a person to a timespan during which a person is active in their primary field of endeavour.",,,,,,,,,,,"period of activity of person","A timespan during which a person is active in their primary field of endeavour.",rdaa:P50098,property,periodOfActivityOfPerson,rdac:C10004,,rdau:P60076,,rdaa:P50347,rdaa:P50430,,,Published,9.3.4,2,
13964,"has descendant family of person",rdaa:descendantFamilyOfPerson.en,"Relates a person to a family who descends from a particular person.",,descendants,,,,,,,,,"descendant family of person","A family who descends from a particular person.",rdaa:P50099,property,descendantFamilyOfPerson,rdac:C10004,,rdau:P60686,,rdaa:P50056,,,,Published,29.5,2,
13965,"has field of activity of person",rdaa:fieldOfActivityOfPerson.en,"Relates a person to a field of endeavour, area of expertise, etc., in which a person is engaged.",,,,,,,,,,,"field of activity of person","A field of endeavour, area of expertise, etc., in which a person is engaged.",rdaa:P50100,property,fieldOfActivityOfPerson,rdac:C10004,,rdau:P60089,,rdaa:P50387,,,,Published,9.15,5,
13967,"has language of person",rdaa:languageOfPerson.en,"Relates a person to a language used by a person when writing for publication, broadcasting, etc.",,,,,,,,,,,"language of person","A language used by a person when writing for publication, broadcasting, etc.",rdaa:P50102,property,languageOfPerson,rdac:C10004,,rdau:P60098,,rdaa:P50401,,,,Published,9.14,5,
13968,"has variant name of person",rdaa:variantNameOfPerson.en,"Relates a person to a name of person that is not selected for preference in a specific application or context.",,,,,,,,,,,"variant name of person","A name of person that is not selected for preference in a specific application or context.",rdaa:P50103,property,variantNameOfPerson,rdac:C10004,,rdau:P60119,,rdaa:P50111,rdaa:P50415,,,Published,9.2.3,3,
13969,"has profession or occupation",rdaa:professionOrOccupation.en,"Relates a person to a vocation or avocation.",,,,,,,,,,,"profession or occupation","A vocation or avocation.",rdaa:P50104,property,professionOrOccupation,rdac:C10004,,rdau:P60468,,,,,,Published,9.16,5,
13974,"has place of residence",rdaa:placeOfResidence.en,"Relates a person to a place where a person resides or has resided.","A place where a person has worked or studied is included.","place of residence, etc.",,,,,,,,,"place of residence","A place where a person resides or has resided.",rdaa:P50109,property,placeOfResidence,rdac:C10004,,rdau:P60360,,rdaa:P50346,,,,Published,9.11,3,
13975,"has term of rank, honour, or office",rdaa:termOfRankHonourOrOffice.en,"Relates a person to a word or phrase indicative of royalty, nobility, ecclesiastical rank or office, or a term of address for a person of religious vocation.","A term of rank, honour, or office, includes initials or abbreviations representing an academic degree, or membership in an organization, and excludes terms of address that simply indicate gender or marital status such as Mr. or Mrs.","title of person",,,,,,,,,"term of rank, honour, or office","A word or phrase indicative of royalty, nobility, ecclesiastical rank or office, or a term of address for a person of religious vocation.",rdaa:P50110,property,termOfRankHonourOrOffice,rdac:C10004,,rdau:P60363,,,,,,Published,9.4,5,
13976,"has name of person",rdaa:nameOfPerson.en,"Relates a person to an appellation of person in natural language and phrasing used in common discourse.",,,,,,,,,,,"name of person","An appellation of person in natural language and phrasing used in common discourse.",rdaa:P50111,property,nameOfPerson,rdac:C10004,,rdau:P60368,,rdaa:P50382,rdaa:P50385,,,Published,9.2,3,
13977,"has founded corporate body of person",rdaa:foundedCorporateBodyOfPerson.en,"Relates a person to a corporate body who is initiated by a person.",,,,,,,,,,,"founded corporate body of person","A corporate body who is initiated by a person.",rdaa:P50112,property,foundedCorporateBodyOfPerson,rdac:C10004,,rdau:P60687,,rdaa:P50318,rdaa:P51104,,,Published,29.5,2,
13978,"has biographical information",rdaa:biographicalInformation.en,"Relates a person to a summary of information about the life or history of a person.",,,,,,,,,,,"biographical information","A summary of information about the life or history of a person.",rdaa:P50113,property,biographicalInformation,rdac:C10004,,rdau:P60492,,,,,,Published,9.17,6,
13979,"has address of person",rdaa:addressOfPerson.en,"Relates a person to an address of a person.","Includes an email or other online address.",,,,,,,,,,"address of person","An address of a person.",rdaa:P50114,property,addressOfPerson,rdac:C10004,,rdau:P60512,,rdaa:P50418,,,,Published,9.12,6,
13980,"has fuller form of name",rdaa:fullerFormOfName.en,"Relates a person to a name of person that includes the fuller form of a name or part of a name represented by an initial, abbreviation, or shortened or otherwise modified form.",,,,,,,,,,,"fuller form of name","A name of person that includes the fuller form of a name or part of a name represented by an initial, abbreviation, or shortened or otherwise modified form.",rdaa:P50115,property,fullerFormOfName,rdac:C10004,,rdau:P60530,,rdaa:P50111,,,,Published,9.5,3,
13981,"has gender",rdaa:gender.en,"Relates a person to a gender with which a person identifies.",,,,,,,,,,,gender,"A gender with which a person identifies.",rdaa:P50116,property,gender,rdac:C10004,,rdau:P60531,,,,,,Published,9.7,5,
13982,"has preferred name of person",rdaa:preferredNameOfPerson.en,"Relates a person to a name of person that is selected for preference in a specific application or context.",,,,,,,,,,,"preferred name of person","A name of person that is selected for preference in a specific application or context.",rdaa:P50117,property,preferredNameOfPerson,rdac:C10004,,rdau:P60549,,rdaa:P50111,rdaa:P50413,,,Published,9.2.2,3,
13983,"has place of death",rdaa:placeOfDeath.en,"Relates a person to a place where a person died.",,,,,,,,,,,"place of death","A place where a person died.",rdaa:P50118,property,placeOfDeath,rdac:C10004,,rdau:P60592,,rdaa:P50346,,,,Published,9.9,3,
13984,"has place of birth",rdaa:placeOfBirth.en,"Relates a person to a place where a person was born.",,,,,,,,,,,"place of birth","A place where a person was born.",rdaa:P50119,property,placeOfBirth,rdac:C10004,,rdau:P60593,,rdaa:P50346,,,,Published,9.8,3,
13985,"has date of death",rdaa:dateOfDeath.en,"Relates a person to a timespan during which a person died.",,,,,,,,,,,"date of death","A timespan during which a person died.",rdaa:P50120,property,dateOfDeath,rdac:C10004,,rdau:P60598,,rdaa:P50347,,,,Published,9.3.3,3,
13986,"has date of birth",rdaa:dateOfBirth.en,"Relates a person to a timespan during which a person was born.",,,,,,,,,,,"date of birth","A timespan during which a person was born.",rdaa:P50121,property,dateOfBirth,rdac:C10004,,rdau:P60599,,rdaa:P50347,,,,Published,9.3.2,3,
13987,"is appellant person of",rdaa:appellantPersonOf.en,"Relates a person to a legal work of a higher court that records a decision of a lower court that is appealed by a person.",,,,,,,,,,,"appellant person of","A legal work of a higher court that records a decision of a lower court that is appealed by a person.",rdaa:P50122,property,appellantPersonOf,rdac:C10004,,rdau:P60691,,rdaa:P50542,,,,Published,18.5,2,
13988,"is binder agent of",rdaa:binderAgentOf.en,"Relates an agent to an item that involves a responsibility of an agent for binding.",,"binder of",,,,,,,,,"binder agent of","An item that involves a responsibility of an agent for binding.",rdaa:P50123,property,binderAgentOf,rdac:C10002,,rdau:P60692,,rdaa:P50308,,,,Published,18.5,2,
13989,"is plaintiff person of",rdaa:plaintiffPersonOf.en,"Relates a person to a work that involves a responsibility for bringing a suit as a person in a civil proceeding.",,,,,,,,,,,"plaintiff person of","A work that involves a responsibility for bringing a suit as a person in a civil proceeding.",rdaa:P50124,property,plaintiffPersonOf,rdac:C10004,,rdau:P60693,,rdaa:P50542,,,,Published,18.5,2,
13990,"is inscriber of",rdaa:inscriberOf.en,"Relates a person to an item that involves a responsibility for inscribing a text, such as a statement of dedication or gift.",,,,,,,,,,,"inscriber of","An item that involves a responsibility for inscribing a text, such as a statement of dedication or gift.",rdaa:P50125,property,inscriberOf,rdac:C10004,,rdau:P60695,,rdaa:P50636,,,,Published,18.5,2,
13991,"is judge of",rdaa:judgeOf.en,"Relates a person to a work that involves a responsibility for hearing and decision on legal matters in court.",,,,,,,,,,,"judge of","A work that involves a responsibility for hearing and decision on legal matters in court.",rdaa:P50126,property,judgeOf,rdac:C10004,,rdau:P60696,,rdaa:P50542,,,,Published,18.5,2,
13992,"is praeses of",rdaa:praesesOf.en,"Relates a person to a work that involves a responsibility as a faculty moderator of an academic disputation, normally proposing a thesis and participating in the ensuing disputation.",,,,,,,,,,,"praeses of","A work that involves a responsibility as a faculty moderator of an academic disputation, normally proposing a thesis and participating in the ensuing disputation.",rdaa:P50127,property,praesesOf,rdac:C10004,,rdau:P60699,,rdaa:P50542,,,,Published,18.5,2,
13993,"is annotator of",rdaa:annotatorOf.en,"Relates a person to an item that carries notes and other information added by hand.",,,,,,,,,,,"annotator of","An item that carries notes and other information added by hand.",rdaa:P50128,property,annotatorOf,rdac:C10004,,rdau:P60700,,rdaa:P50636,,,,Published,18.5,2,
13994,"is autographer of",rdaa:autographerOf.en,"Relates a person to an item that involves a responsibility of a person for a manuscript signature appearing on it.",,,,,,,,,,,"autographer of","An item that involves a responsibility for a manuscript signature appearing on it.",rdaa:P50129,property,autographerOf,rdac:C10004,,rdau:P60702,,rdaa:P50636,,,,Published,18.5,2,
13995,"is issuing body agent of",rdaa:issuingBodyAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for issuing a work, such as an official organ of the body.",,"issuing body of",,,,,,,,,"issuing body agent of","A work that involves a responsibility of an agent for issuing a work, such as an official organ of the body.",rdaa:P50130,property,issuingBodyAgentOf,rdac:C10002,,rdau:P60703,,rdaa:P50305,,,,Published,18.5,2,
13997,"is dedicator agent of",rdaa:dedicatorAgentOf.en,"Relates an agent to a work that is assigned as an acknowledgement of the inspiration or support of a related agent.",,"dedicator of",,,,,,,,,"dedicator agent of","A work that is assigned as an acknowledgement of the inspiration or support of a related agent.",rdaa:P50132,property,dedicatorAgentOf,rdac:C10002,,rdau:P60603,,rdaa:P50305,,,,Published,18.5,2,
13998,"is curator agent of",rdaa:curatorAgentOf.en,"Relates an agent to an item that involves a responsibility of an agent for conceiving or managing the aggregation of an item in an exhibition or collection.",,"curator of",,,,,,,,,"curator agent of","An item that involves a responsibility of an agent for conceiving or managing the aggregation of an item in an exhibition or collection.",rdaa:P50133,property,curatorAgentOf,rdac:C10002,,rdau:P60604,,rdaa:P50308,,,,Published,18.5,2,
14001,"is animator agent of",rdaa:animatorAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of giving apparent movement to inanimate objects or drawings.",,"animator of",,,,,,,,,"animator agent of","An expression that includes a contribution by an agent of giving apparent movement to inanimate objects or drawings.",rdaa:P50136,property,animatorAgentOf,rdac:C10002,,rdau:P60606,,rdaa:P50449,,,,Published,18.5,2,rdaa:P50192
14002,"is arranger agent of music of",rdaa:arrangerAgentOfMusicOf.en,"Relates an agent to an expression that includes a contribution by an agent of rewriting a musical composition for a medium of performance different from that for which the work was originally intended.","An arranger of music may also modify the work for the same medium of performance, etc., keeping the musical substance of the original composition essentially unchanged.","arranger of music of",,,,,,,,,"arranger agent of music of","An expression that includes a contribution by an agent of rewriting a musical composition for a medium of performance different from that for which the work was originally intended.",rdaa:P50137,property,arrangerAgentOfMusicOf,rdac:C10002,,rdau:P60607,,rdaa:P50447,,,,Published,18.5,2,rdaa:P50187
14004,"is stage director agent of",rdaa:stageDirectorAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of general management and supervision of a stage performance.",,"stage director of",,,,,,,,,"stage director agent of","An expression that includes a contribution by an agent of general management and supervision of a stage performance.",rdaa:P50139,property,stageDirectorAgentOf,rdac:C10002,,rdau:P60627,,rdaa:P50449,,,,Published,18.5,2,
14005,"is interviewer agent of expression of",rdaa:interviewerAgentOfExpressionOf.en,"Relates an agent to an expression that includes a contribution by an agent of interviewing, reporting, or some other kind of gathering of information.",,"interviewer of expression of",,,,,,,,,"interviewer agent of expression of","An expression that includes a contribution by an agent of interviewing, reporting, or some other kind of gathering of information.",rdaa:P50140,property,interviewerAgentOfExpressionOf,rdac:C10002,,rdau:P60659,,rdaa:P50449,,,,Published,18.5,2,
14006,"is draftsman agent of",rdaa:draftsmanAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of making detailed plans or drawings for buildings, ships, aircraft, machines, objects, etc.",,"draftsman of",,,,,,,,,"draftsman agent of","An expression that includes a contribution by an agent of making detailed plans or drawings for buildings, ships, aircraft, machines, objects, etc.",rdaa:P50141,property,draftsmanAgentOf,rdac:C10002,,rdau:P60609,,rdaa:P50448,,,,Published,18.5,2,
14007,"is transcriber agent of",rdaa:transcriberAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of writing down or notating previously unwritten or unnotated content, or by changing it from one system of notation to another.",,"transcriber of",,,,,,,,,"transcriber agent of","An expression that includes a contribution by an agent of writing down or notating previously unwritten or unnotated content, or by changing it from one system of notation to another.",rdaa:P50142,property,transcriberAgentOf,rdac:C10002,,rdau:P60610,,rdaa:P50447,,,,Published,18.5,2,rdaa:P50137
14008,"is musical director agent of",rdaa:musicalDirectorAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of coordinating the activities of composers, sound editors, and sound mixers for a moving image production or for a musical or dramatic presentation or entertainment.",,"musical director of",,,,,,,,,"musical director agent of","An expression that includes a contribution by an agent of coordinating the activities of composers, sound editors, and sound mixers for a moving image production or for a musical or dramatic presentation or entertainment.",rdaa:P50143,property,musicalDirectorAgentOf,rdac:C10002,,rdau:P60611,,rdaa:P50449,,,,Published,18.5,2,
14009,"is costume designer agent of",rdaa:costumeDesignerAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of designing costumes for a moving image production or for a musical or dramatic presentation or entertainment.",,"costume designer of",,,,,,,,,"costume designer agent of","An expression that includes a contribution by an agent of designing costumes for a moving image production or for a musical or dramatic presentation or entertainment.",rdaa:P50144,property,costumeDesignerAgentOf,rdac:C10002,,rdau:P60612,,rdaa:P50449,,,,Published,18.5,2,
14010,"is translator agent of",rdaa:translatorAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of expressing the linguistic content of the work in a different language.","A translator may also translate linguistic content between forms of the same language from different time periods.","translator of",,,,,,,,,"translator agent of","An expression that includes a contribution by an agent of expressing the linguistic content of the work in a different language.",rdaa:P50145,property,translatorAgentOf,rdac:C10002,,rdau:P60613,,rdaa:P50161,,,,Published,18.5,2,
