*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],*status,instructionNumber,has element type,See Also[0]
has related place of corporate body,rdaa:relatedPlaceOfCorporateBody.en,Relates a corporate body to a place that is associated with a corporate body.,,place associated with corporate body,other place associated with corporate body,,,,,,,,related place of corporate body,A place that is associated with a corporate body.,rdaa:P50350,property,rdac:C10005,rdaa:P50328,rdaa:P50342,Published,,1,
has related place of family,rdaa:relatedPlaceOfFamily.en,Relates a family to a place that is associated with a family.,,place associated with family,,,,,,,,,related place of family,A place that is associated with a family.,rdaa:P50354,property,rdac:C10008,rdaa:P50319,rdaa:P50342,Published,,1,
has related place of person,rdaa:relatedPlaceOfPerson.en,Relates a person to a place that is associated with a person.,,,,,,,,,,,related place of person,A place that is associated with a person.,rdaa:P50346,property,rdac:C10004,rdaa:P50310,rdaa:P50338,Published,,1,
has related RDA entity of agent,rdaa:relatedRDAEntityOfAgent.en,Relates an agent to an RDA entity associated with an agent.,,,,,,,,,,,related RDA entity of agent,An RDA entity that is associated with an agent.,rdaa:P50304,property,rdac:C10002,rdaa:P50478,rdax:P00001,Published,,1,
has related RDA entity of collective agent,rdaa:relatedRDAEntityOfCollectiveAgent.en,Relates a collective agent to an RDA entity associated with a collective agent.,,,,,,,,,,,related RDA entity of collective agent,An RDA entity that is associated with a collective agent.,rdaa:P50360,property,rdac:C10011,rdaa:P50479,rdaa:P50304,Published,,1,
has related RDA entity of corporate body,rdaa:relatedRDAEntityOfCorporateBody.en,Relates a corporate body to an RDA entity associated with a corporate body.,,,,,,,,,,,related RDA entity of corporate body,An RDA entity that is associated with a corporate body.,rdaa:P50328,property,rdac:C10005,rdaa:P50480,rdaa:P50360,Published,,1,
has related RDA entity of family,rdaa:relatedRDAEntityOfFamily.en,Relates a family to an RDA entity associated with a family.,,,,,,,,,,,related RDA entity of family,An RDA entity that is associated with a family.,rdaa:P50319,property,rdac:C10008,rdaa:P50481,rdaa:P50360,Published,,1,
has related RDA entity of person,rdaa:relatedRDAEntityOfPerson.en,Relates a person to an RDA entity associated with a person.,,,,,,,,,,,related RDA entity of person,An RDA entity that is associated with a person.,rdaa:P50310,property,rdac:C10004,rdaa:P50482,rdaa:P50304,Published,,1,
has related timespan of agent,rdaa:relatedTimespanOfAgent.en,Relates an agent to a timespan that is associated with an agent.,,,,,,,,,,,related timespan of agent,A timespan that is associated with an agent.,rdaa:P50339,property,rdac:C10002,rdaa:P50304,rdax:P00011,Published,,1,
has related timespan of collective agent,rdaa:relatedTimespanOfCollectiveAgent.en,Relates a collective agent to a timespan that is associated with a collective agent.,,,,,,,,,,,related timespan of collective agent,A timespan that is associated with a collective agent.,rdaa:P50343,property,rdac:C10011,rdaa:P50360,rdaa:P50339,Published,,1,
has related timespan of corporate body,rdaa:relatedTimespanOfCorporateBody.en,Relates a corporate body to a timespan that is associated with a corporate body.,,date associated with corporate body,,,,,,,,,related timespan of corporate body,A timespan that is associated with a corporate body.,rdaa:P50351,property,rdac:C10005,rdaa:P50328,rdaa:P50343,Published,,1,
has related timespan of family,rdaa:relatedTimespanOfFamily.en,Relates a family to a timespan that is associated with a family.,,date associated with family,,,,,,,,,related timespan of family,A timespan that is associated with a family.,rdaa:P50355,property,rdac:C10008,rdaa:P50319,rdaa:P50343,Published,,1,
has related timespan of person,rdaa:relatedTimespanOfPerson.en,Relates a person to a timespan that is associated with a person.,,date associated with person,,,,,,,,,related timespan of person,A timespan that is associated with a person.,rdaa:P50347,property,rdac:C10004,rdaa:P50310,rdaa:P50339,Published,,1,
has related work of agent,rdaa:relatedWorkOfAgent.en,Relates an agent to a work that is associated with an agent.,,other agent associated with work of,,,,,,,,,related work of agent,A work that is associated with an agent.,rdaa:P50305,property,rdac:C10002,rdaa:P50304,rdax:P00002,Published,,1,
has related work of collective agent,rdaa:relatedWorkOfCollectiveAgent.en,Relates a collective agent to a work that is associated with a collective agent.,,,,,,,,,,,related work of collective agent,A work that is associated with a collective agent.,rdaa:P50357,property,rdac:C10011,rdaa:P50360,rdaa:P50305,Published,,1,
has related work of corporate body,rdaa:relatedWorkOfCorporateBody.en,Relates a corporate body to a work that is associated with a corporate body.,,,,,,,,,,,related work of corporate body,A work that is associated with a corporate body.,rdaa:P50329,property,rdac:C10005,rdaa:P50328,rdaa:P50357,Published,,1,
has related work of family,rdaa:relatedWorkOfFamily.en,Relates a family to a work that is associated with a family.,,,,,,,,,,,related work of family,A work that is associated with a family.,rdaa:P50320,property,rdac:C10008,rdaa:P50319,rdaa:P50357,Published,,1,
has related work of person,rdaa:relatedWorkOfPerson.en,Relates a person to a work that is associated with a person.,,,,,,,,,,,related work of person,A work that is associated with a person.,rdaa:P50311,property,rdac:C10004,rdaa:P50310,rdaa:P50305,Published,,1,
is remix artist agent of,rdaa:remixArtistAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for manipulating, recombining, mixing, and reproducing previously recorded sounds.","Remixing activities that do not substantially change the nature and content of the original work, and mixing recorded tracks together to appear as one continuous track, are excluded.",remix artist of,,,,,,,,,remix artist agent of,"A work that involves a responsibility of an agent for manipulating, recombining, mixing, and reproducing previously recorded sounds.",rdaa:P50293,property,rdac:C10002,rdaa:P50204,,Published,18.5,2,rdaa:P50298
is remix artist collective agent of,rdaa:remixArtistCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for manipulating, recombining, mixing, and reproducing previously recorded sounds.","Remixing activities that do not substantially change the nature and content of the original work, and mixing recorded tracks together to appear as one continuous track, are excluded.",,,,,,,,,,remix artist collective agent of,"A work that involves a responsibility of a collective agent for manipulating, recombining, mixing, and reproducing previously recorded sounds.",rdaa:P50699,property,rdac:C10011,rdaa:P50693,rdaa:P50293,Published,,2,
is remix artist corporate body of,rdaa:remixArtistCorporateBodyOf.en,"Relates a corporate body to a work that involves a responsibility of a corporate body for manipulating, recombining, mixing, and reproducing previously recorded sounds.","Remixing activities that do not substantially change the nature and content of the original work, and mixing recorded tracks together to appear as one continuous track, are excluded.",,,,,,,,,,remix artist corporate body of,"A work that involves a responsibility of a corporate body for manipulating, recombining, mixing, and reproducing previously recorded sounds.",rdaa:P50850,property,rdac:C10005,rdaa:P50844,rdaa:P50699,Published,,2,
is remix artist family of,rdaa:remixArtistFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for manipulating, recombining, mixing, and reproducing previously recorded sounds.","Remixing activities that do not substantially change the nature and content of the original work, and mixing recorded tracks together to appear as one continuous track, are excluded.",,,,,,,,,,remix artist family of,"A work that involves a responsibility of a family for manipulating, recombining, mixing, and reproducing previously recorded sounds.",rdaa:P51001,property,rdac:C10008,rdaa:P50995,rdaa:P50699,Published,,2,
is remix artist person of,rdaa:remixArtistPersonOf.en,"Relates a person to a work that involves a responsibility of a person for manipulating, recombining, mixing, and reproducing previously recorded sounds.","Remixing activities that do not substantially change the nature and content of the original work, and mixing recorded tracks together to appear as one continuous track, are excluded.",,,,,,,,,,remix artist person of,"A work that involves a responsibility of a person for manipulating, recombining, mixing, and reproducing previously recorded sounds.",rdaa:P50548,property,rdac:C10004,rdaa:P50542,rdaa:P50293,Published,,2,
is researcher agent of,rdaa:researcherAgentOf.en,Relates an agent to a work that involves a responsibility of an agent for research in support of a work.,,researcher of,,,,,,,,,researcher agent of,A work that involves a responsibility of an agent for research in support of a work.,rdaa:P50265,property,rdac:C10002,rdaa:P50305,,Published,18.5,2,
is researcher collective agent of,rdaa:researcherCollectiveAgentOf.en,Relates a collective agent to a work that involves a responsibility of a collective agent for research in support of a work.,,,,,,,,,,,researcher collective agent of,A work that involves a responsibility of a collective agent for research in support of a work.,rdaa:P50709,property,rdac:C10011,rdaa:P50357,rdaa:P50265,Published,,2,
is researcher corporate body of,rdaa:researcherCorporateBodyOf.en,Relates a corporate body to a work that involves a responsibility of a corporate body for research in support of a work.,,,,,,,,,,,researcher corporate body of,A work that involves a responsibility of a corporate body for research in support of a work.,rdaa:P50860,property,rdac:C10005,rdaa:P50844,rdaa:P50709,Published,,2,
is researcher family of,rdaa:researcherFamilyOf.en,Relates a family to a work that involves a responsibility of a family for research in support of a work.,,,,,,,,,,,researcher family of,A work that involves a responsibility of a family for research in support of a work.,rdaa:P51011,property,rdac:C10008,rdaa:P50320,rdaa:P50709,Published,,2,
is researcher person of,rdaa:researcherPersonOf.en,Relates a person to a work that involves a responsibility of a person for research in support of a work.,,,,,,,,,,,researcher person of,A work that involves a responsibility of a person for research in support of a work.,rdaa:P50558,property,rdac:C10004,rdaa:P50311,rdaa:P50265,Published,,2,
is research supervisor of,rdaa:researchSupervisorOf.en,Relates a person to a work that involves a responsibility as an academic supervisor of research that results in a work.,,,,,,,,,,,research supervisor of,A work that involves a responsibility as an academic supervisor of research that results in a work.,rdaa:P50486,property,rdac:C10004,rdaa:P50458,,Published,,2,
is respondent of,rdaa:respondentOf.en,Relates a person to a work that is a thesis provided by the praeses in an academic disputation that is defended or opposed by a candidate for a degree.,,,,,,,,,,,respondent of,A work that is a thesis provided by the praeses in an academic disputation that is defended or opposed by a candidate for a degree.,rdaa:P50001,property,rdac:C10004,rdaa:P50542,,Published,18.5,2,
is restorationist agent of expression of,rdaa:restorationistAgentOfExpressionOf.en,"Relates an agent to an expression that includes a contribution by an agent of restoring or combining expressions, which may be damaged or fragmentary, to create a new expression.",,restorationist (expression) of,,,,,,,,,restorationist agent of expression of,"An expression that includes a contribution by an agent of restoring or combining expressions, which may be damaged or fragmentary, to create a new expression.",rdaa:P50273,property,rdac:C10002,rdaa:P50447,,Published,18.5,2,
is restorationist agent of item of,rdaa:restorationistAgentOfItemOf.en,"Relates an agent to an item that involves a responsibility by an agent for compensation of degradation by bringing it back to a state as close as possible to its original condition using a set of technical, editorial, and intellectual procedures.",,restorationist of,,,,,,,,,restorationist agent of item of,"An item that involves a responsibility of an agent for compensation of degradation by bringing it back to a state as close as possible to its original condition using a set of technical, editorial, and intellectual procedures.",rdaa:P50206,property,rdac:C10002,rdaa:P50308,,Published,18.5,2,
is restorationist collective agent of expression of,rdaa:restorationistCollectiveAgentOfExpressionOf.en,"Relates a collective agent to an expression that includes a contribution by a collective agent of restoring or combining expressions, which may be damaged or fragmentary, to create a new expression.",,,,,,,,,,,restorationist collective agent of expression of,"An expression that includes a contribution by a collective agent of restoring or combining expressions, which may be damaged or fragmentary, to create a new expression.",rdaa:P50763,property,rdac:C10011,rdaa:P50744,rdaa:P50273,Published,,2,
is restorationist collective agent of item of,rdaa:restorationistCollectiveAgentOfItemOf.en,"Relates a collective agent to an item that involves a responsibility by a collective agent for compensation of degradation by bringing it back to a state as close as possible to its original condition using a set of technical, editorial, and intellectual procedures.",,,,,,,,,,,restorationist collective agent of item of,"An item that involves a responsibility of a collective agent for compensation of degradation by bringing it back to a state as close as possible to its original condition using a set of technical, editorial, and intellectual procedures.",rdaa:P50780,property,rdac:C10011,rdaa:P50363,rdaa:P50206,Published,,2,
is restorationist corporate body of expression of,rdaa:restorationistCorporateBodyOfExpressionOf.en,"Relates a corporate body to an expression that includes a contribution by a corporate body of restoring or combining expressions, which may be damaged or fragmentary, to create a new expression.",,,,,,,,,,,restorationist corporate body of expression of,"An expression that includes a contribution by a corporate body of restoring or combining expressions, which may be damaged or fragmentary, to create a new expression.",rdaa:P50914,property,rdac:C10005,rdaa:P50895,rdaa:P50763,Published,,2,
is restorationist corporate body of item of,rdaa:restorationistCorporateBodyOfItemOf.en,"Relates a corporate body to an item that involves a responsibility by a corporate body for compensation of degradation by bringing it back to a state as close as possible to its original condition using a set of technical, editorial, and intellectual procedures.",,,,,,,,,,,restorationist corporate body of item of,"An item that involves a responsibility of a corporate body for compensation of degradation by bringing it back to a state as close as possible to its original condition using a set of technical, editorial, and intellectual procedures.",rdaa:P50931,property,rdac:C10005,rdaa:P50332,rdaa:P50780,Published,,2,
is restorationist family of expression of,rdaa:restorationistFamilyOfExpressionOf.en,"Relates a family to an expression that includes a contribution by a family of restoring or combining expressions, which may be damaged or fragmentary, to create a new expression.",,,,,,,,,,,restorationist family of expression of,"An expression that includes a contribution by a family of restoring or combining expressions, which may be damaged or fragmentary, to create a new expression.",rdaa:P51065,property,rdac:C10008,rdaa:P51046,rdaa:P50763,Published,,2,
is restorationist family of item of,rdaa:restorationistFamilyOfItemOf.en,"Relates a family to an item that involves a responsibility by a family for compensation of degradation by bringing it back to a state as close as possible to its original condition using a set of technical, editorial, and intellectual procedures.",,,,,,,,,,,restorationist family of item of,"An item that involves a responsibility of a family for compensation of degradation by bringing it back to a state as close as possible to its original condition using a set of technical, editorial, and intellectual procedures.",rdaa:P51082,property,rdac:C10008,rdaa:P50323,rdaa:P50780,Published,,2,
is restorationist person of expression of,rdaa:restorationistPersonOfExpressionOf.en,"Relates a person to an expression that includes a contribution by a person of restoring or combining expressions, which may be damaged or fragmentary, to create a new expression.",,,,,,,,,,,restorationist person of expression of,"An expression that includes a contribution by a person of restoring or combining expressions, which may be damaged or fragmentary, to create a new expression.",rdaa:P50612,property,rdac:C10004,rdaa:P50593,rdaa:P50273,Published,,2,
is restorationist person of item of,rdaa:restorationistPersonOfItemOf.en,"Relates a person to an item that involves a responsibility by a person for compensation of degradation by bringing it back to a state as close as possible to its original condition using a set of technical, editorial, and intellectual procedures.",,,,,,,,,,,restorationist person of item of,"An item that involves a responsibility of a person for compensation of degradation by bringing it back to a state as close as possible to its original condition using a set of technical, editorial, and intellectual procedures.",rdaa:P50629,property,rdac:C10004,rdaa:P50314,rdaa:P50206,Published,,2,
is reviser agent of,rdaa:reviserAgentOf.en,Relates an agent to an expression that includes a contribution by an agent of making changes to the content of another expression.,,reviser of,,,,,,,,,reviser agent of,An expression that includes a contribution by an agent of making changes to the content of another expression.,rdaa:P50447,property,rdac:C10002,rdaa:P50161,,Published,,2,
is reviser collective agent of,rdaa:reviserCollectiveAgentOf.en,Relates a collective agent to an expression that includes a contribution by a collective agent of making changes to the content of another expression.,,,,,,,,,,,reviser collective agent of,An expression that includes a contribution by a collective agent of making changes to the content of another expression.,rdaa:P50744,property,rdac:C10011,rdaa:P50776,rdaa:P50447,Published,,2,
is reviser corporate body of,rdaa:reviserCorporateBodyOf.en,Relates a corporate body to an expression that includes a contribution by a corporate body of making changes to the content of another expression.,,,,,,,,,,,reviser corporate body of,An expression that includes a contribution by a corporate body of making changes to the content of another expression.,rdaa:P50895,property,rdac:C10005,rdaa:P50927,rdaa:P50744,Published,,2,
is reviser family of,rdaa:reviserFamilyOf.en,Relates a family to an expression that includes a contribution by a family of making changes to the content of another expression.,,,,,,,,,,,reviser family of,An expression that includes a contribution by a family of making changes to the content of another expression.,rdaa:P51046,property,rdac:C10008,rdaa:P51078,rdaa:P50744,Published,,2,
is reviser person of,rdaa:reviserPersonOf.en,Relates a person to an expression that includes a contribution by a person of making changes to the content of another expression.,,,,,,,,,,,reviser person of,An expression that includes a contribution by a person of making changes to the content of another expression.,rdaa:P50593,property,rdac:C10004,rdaa:P50625,rdaa:P50447,Published,,2,
is screenwriter agent of,rdaa:screenwriterAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for authoring a screenplay, script, or scene.",,screenwriter of,,,,,,,,,screenwriter agent of,"A work that involves a responsibility of an agent for authoring a screenplay, script, or scene.",rdaa:P50223,property,rdac:C10002,rdaa:P50195,,Published,18.5,2,
is screenwriter collective agent of,rdaa:screenwriterCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for authoring a screenplay, script, or scene.",,,,,,,,,,,screenwriter collective agent of,"A work that involves a responsibility of a collective agent for authoring a screenplay, script, or scene.",rdaa:P50683,property,rdac:C10011,rdaa:P50692,rdaa:P50223,Published,,2,
is screenwriter corporate body of,rdaa:screenwriterCorporateBodyOf.en,"Relates a corporate body to a work that involves a responsibility of a corporate body for authoring a screenplay, script, or scene.",,,,,,,,,,,screenwriter corporate body of,"A work that involves a responsibility of a corporate body for authoring a screenplay, script, or scene.",rdaa:P50834,property,rdac:C10005,rdaa:P50843,rdaa:P50683,Published,,2,
is screenwriter family of,rdaa:screenwriterFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for authoring a screenplay, script, or scene.",,,,,,,,,,,screenwriter family of,"A work that involves a responsibility of a family for authoring a screenplay, script, or scene.",rdaa:P50985,property,rdac:C10008,rdaa:P50994,rdaa:P50683,Published,,2,
is screenwriter person of,rdaa:screenwriterPersonOf.en,"Relates a person to a work that involves a responsibility of a person for authoring a screenplay, script, or scene.",,,,,,,,,,,screenwriter person of,"A work that involves a responsibility of a person for authoring a screenplay, script, or scene.",rdaa:P50532,property,rdac:C10004,rdaa:P50541,rdaa:P50223,Published,,2,
is sculptor agent of,rdaa:sculptorAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for three-dimensional modeling, carving, or similar technique.",,sculptor of,,,,,,,,,sculptor agent of,"A work that involves a responsibility of an agent for three-dimensional modeling, carving, or similar technique.",rdaa:P50222,property,rdac:C10002,rdaa:P50192,,Published,18.5,2,
is sculptor collective agent of,rdaa:sculptorCollectiveAgentOf.en,"Relates a collective agent to a work that involves a responsibility of a collective agent for three-dimensional modeling, carving, or similar technique.",,,,,,,,,,,sculptor collective agent of,"A work that involves a responsibility of a collective agent for three-dimensional modeling, carving, or similar technique.",rdaa:P50716,property,rdac:C10011,rdaa:P50691,rdaa:P50222,Published,,2,
is sculptor corporate body of,rdaa:sculptorCorporateBodyOf.en,"Relates a corporate body to a work that involves a responsibility of a corporate body for three-dimensional modeling, carving, or similar technique.",,,,,,,,,,,sculptor corporate body of,"A work that involves a responsibility of a corporate body for three-dimensional modeling, carving, or similar technique.",rdaa:P50867,property,rdac:C10005,rdaa:P50842,rdaa:P50716,Published,,2,
is sculptor family of,rdaa:sculptorFamilyOf.en,"Relates a family to a work that involves a responsibility of a family for three-dimensional modeling, carving, or similar technique.",,,,,,,,,,,sculptor family of,"A work that involves a responsibility of a family for three-dimensional modeling, carving, or similar technique.",rdaa:P51018,property,rdac:C10008,rdaa:P50993,rdaa:P50716,Published,,2,
is sculptor person of,rdaa:sculptorPersonOf.en,"Relates a person to a work that involves a responsibility of a person for three-dimensional modeling, carving, or similar technique.",,,,,,,,,,,sculptor person of,"A work that involves a responsibility of a person for three-dimensional modeling, carving, or similar technique.",rdaa:P50565,property,rdac:C10004,rdaa:P50540,rdaa:P50222,Published,,2,
is seller agent of,rdaa:sellerAgentOf.en,Relates an agent to an item that is sold to another owner who is an agent.,,seller of,,,,,,,,,seller agent of,An item that is sold to another owner who is an agent.,rdaa:P50067,property,rdac:C10002,rdaa:P50163,,Published,18.5,2,
is seller collective agent of,rdaa:sellerCollectiveAgentOf.en,Relates a collective agent to an item that is sold to another owner who is a collective agent.,,,,,,,,,,,seller collective agent of,An item that is sold to another owner who is a collective agent.,rdaa:P50792,property,rdac:C10011,rdaa:P50783,rdaa:P50067,Published,,2,
is seller corporate body of,rdaa:sellerCorporateBodyOf.en,Relates a corporate body to an item that is sold to another owner who is a corporate body.,,,,,,,,,,,seller corporate body of,An item that is sold to another owner who is a corporate body.,rdaa:P50943,property,rdac:C10005,rdaa:P50934,rdaa:P50792,Published,,2,
is seller family of,rdaa:sellerFamilyOf.en,Relates a family to an item that is sold to another owner who is a family.,,,,,,,,,,,seller family of,An item that is sold to another owner who is a family.,rdaa:P51094,property,rdac:C10008,rdaa:P51085,rdaa:P50792,Published,,2,
is seller person of,rdaa:sellerPersonOf.en,Relates a person to an item that is sold to another owner who is a person.,,,,,,,,,,,seller person of,An item that is sold to another owner who is a person.,rdaa:P50641,property,rdac:C10004,rdaa:P50632,rdaa:P50067,Published,,2,
is singer agent of,rdaa:singerAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent who uses their voice, with or without instrumental accompaniment, to produce music.",A performance of a singer may or may not include actual words.,singer of,,,,,,,,,singer agent of,"An expression that includes a contribution by an agent who uses their voice, with or without instrumental accompaniment, to produce music.",rdaa:P50084,property,rdac:C10002,rdaa:P50147,,Published,18.5,2,
is singer collective agent of,rdaa:singerCollectiveAgentOf.en,"Relates a collective agent to an expression that includes a contribution by a collective agent who uses their voice, with or without instrumental accompaniment, to produce music.",A performance of a singer may or may not include actual words.,,,,,,,,,,singer collective agent of,"An expression that includes a contribution by a collective agent who uses their voice, with or without instrumental accompaniment, to produce music.",rdaa:P50753,property,rdac:C10011,rdaa:P50754,rdaa:P50084,Published,,2,
is singer corporate body of,rdaa:singerCorporateBodyOf.en,"Relates a corporate body to an expression that includes a contribution by a corporate body who uses their voice, with or without instrumental accompaniment, to produce music.",A performance of a singer may or may not include actual words.,,,,,,,,,,singer corporate body of,"An expression that includes a contribution by a corporate body who uses their voice, with or without instrumental accompaniment, to produce music.",rdaa:P50904,property,rdac:C10005,rdaa:P50905,rdaa:P50753,Published,,2,
is singer family of,rdaa:singerFamilyOf.en,"Relates a family to an expression that includes a contribution by a family who uses their voice, with or without instrumental accompaniment, to produce music.",A performance of a singer may or may not include actual words.,,,,,,,,,,singer family of,"An expression that includes a contribution by a family who uses their voice, with or without instrumental accompaniment, to produce music.",rdaa:P51055,property,rdac:C10008,rdaa:P51056,rdaa:P50753,Published,,2,
is singer person of,rdaa:singerPersonOf.en,"Relates a person to an expression that includes a contribution by a person who uses their voice, with or without instrumental accompaniment, to produce music.",A performance of a singer may or may not include actual words.,,,,,,,,,,singer person of,"An expression that includes a contribution by a person who uses their voice, with or without instrumental accompaniment, to produce music.",rdaa:P50602,property,rdac:C10004,rdaa:P50603,rdaa:P50084,Published,,2,
is software developer agent of,rdaa:softwareDeveloperAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of researching, designing, implementing, or testing software.",,software developer of,,,,,,,,,software developer agent of,"An expression that includes a contribution by an agent of researching, designing, implementing, or testing software.",rdaa:P50263,property,rdac:C10002,rdaa:P50448,,Published,18.5,2,
is software developer collective agent of,rdaa:softwareDeveloperCollectiveAgentOf.en,"Relates a collective agent to an expression that includes a contribution by a collective agent of researching, designing, implementing, or testing software.",,,,,,,,,,,software developer collective agent of,"An expression that includes a contribution by a collective agent of researching, designing, implementing, or testing software.",rdaa:P50761,property,rdac:C10011,rdaa:P50775,rdaa:P50263,Published,,2,
is software developer corporate body of,rdaa:softwareDeveloperCorporateBodyOf.en,"Relates a corporate body to an expression that includes a contribution by a corporate body of researching, designing, implementing, or testing software.",,,,,,,,,,,software developer corporate body of,"An expression that includes a contribution by a corporate body of researching, designing, implementing, or testing software.",rdaa:P50912,property,rdac:C10005,rdaa:P50926,rdaa:P50761,Published,,2,
is software developer family of,rdaa:softwareDeveloperFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of researching, designing, implementing, or testing software.",,,,,,,,,,,software developer family of,"An expression that includes a contribution by a family of researching, designing, implementing, or testing software.",rdaa:P51063,property,rdac:C10008,rdaa:P51077,rdaa:P50761,Published,,2,
is software developer person of,rdaa:softwareDeveloperPersonOf.en,"Relates a person to an expression that includes a contribution by a person of researching, designing, implementing, or testing software.",,,,,,,,,,,software developer person of,"An expression that includes a contribution by a person of researching, designing, implementing, or testing software.",rdaa:P50610,property,rdac:C10004,rdaa:P50624,rdaa:P50263,Published,,2,
is sound designer agent of,rdaa:soundDesignerAgentOf.en,Relates an agent to an expression that includes a contribution by an agent of designing and creating audio or sound components.,,sound designer of,,,,,,,,,sound designer agent of,An expression that includes a contribution by an agent of designing and creating audio or sound components.,rdaa:P50255,property,rdac:C10002,rdaa:P50449,,Published,18.5,2,
is sound designer collective agent of,rdaa:soundDesignerCollectiveAgentOf.en,Relates a collective agent to an expression that includes a contribution by a collective agent of designing and creating audio or sound components.,,,,,,,,,,,sound designer collective agent of,An expression that includes a contribution by a collective agent of designing and creating audio or sound components.,rdaa:P50729,property,rdac:C10011,rdaa:P50774,rdaa:P50255,Published,,2,
is sound designer corporate body of,rdaa:soundDesignerCorporateBodyOf.en,Relates a corporate body to an expression that includes a contribution by a corporate body of designing and creating audio or sound components.,,,,,,,,,,,sound designer corporate body of,An expression that includes a contribution by a corporate body of designing and creating audio or sound components.,rdaa:P50880,property,rdac:C10005,rdaa:P50925,rdaa:P50729,Published,,2,
is sound designer family of,rdaa:soundDesignerFamilyOf.en,Relates a family to an expression that includes a contribution by a family of designing and creating audio or sound components.,,,,,,,,,,,sound designer family of,An expression that includes a contribution by a family of designing and creating audio or sound components.,rdaa:P51031,property,rdac:C10008,rdaa:P51076,rdaa:P50729,Published,,2,
is sound designer person of,rdaa:soundDesignerPersonOf.en,Relates a person to an expression that includes a contribution by a person of designing and creating audio or sound components.,,,,,,,,,,,sound designer person of,An expression that includes a contribution by a person of designing and creating audio or sound components.,rdaa:P50578,property,rdac:C10004,rdaa:P50623,rdaa:P50255,Published,,2,
is speaker agent of,rdaa:speakerAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of speaking words, such as a lecture, speech, etc.",,speaker of,,,,,,,,,speaker agent of,"An expression that includes a contribution by an agent of speaking words, such as a lecture, speech, etc.",rdaa:P50083,property,rdac:C10002,rdaa:P50147,,Published,18.5,2,
is speaker collective agent of,rdaa:speakerCollectiveAgentOf.en,"Relates a collective agent to an expression that includes a contribution by a collective agent of speaking words, such as a lecture, speech, etc.",,,,,,,,,,,speaker collective agent of,"An expression that includes a contribution by a collective agent of speaking words, such as a lecture, speech, etc.",rdaa:P50767,property,rdac:C10011,rdaa:P50754,rdaa:P50083,Published,,2,
is speaker corporate body of,rdaa:speakerCorporateBodyOf.en,"Relates a corporate body to an expression that includes a contribution by a corporate body of speaking words, such as a lecture, speech, etc.",,,,,,,,,,,speaker corporate body of,"An expression that includes a contribution by a corporate body of speaking words, such as a lecture, speech, etc.",rdaa:P50918,property,rdac:C10005,rdaa:P50905,rdaa:P50767,Published,,2,
is speaker family of,rdaa:speakerFamilyOf.en,"Relates a family to an expression that includes a contribution by a family of speaking words, such as a lecture, speech, etc.",,,,,,,,,,,speaker family of,"An expression that includes a contribution by a family of speaking words, such as a lecture, speech, etc.",rdaa:P51069,property,rdac:C10008,rdaa:P51056,rdaa:P50767,Published,,2,
is speaker person of,rdaa:speakerPersonOf.en,"Relates a person to an expression that includes a contribution by a person of speaking words, such as a lecture, speech, etc.",,,,,,,,,,,speaker person of,"An expression that includes a contribution by a person of speaking words, such as a lecture, speech, etc.",rdaa:P50616,property,rdac:C10004,rdaa:P50603,rdaa:P50083,Published,,2,
is special effects provider agent of,rdaa:specialEffectsProviderAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",,special effects provider of,,,,,,,,,special effects provider agent of,"An expression that includes a contribution by an agent of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",rdaa:P50244,property,rdac:C10002,rdaa:P50449,,Published,18.5,2,
is special effects provider collective agent of,rdaa:specialEffectsProviderCollectiveAgentOf.en,"Relates a collective agent to an expression that includes a contribution by a collective agent of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",,,,,,,,,,,special effects provider collective agent of,"An expression that includes a contribution by a collective agent of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",rdaa:P50731,property,rdac:C10011,rdaa:P50774,rdaa:P50244,Published,,2,
