reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type"
14407,"has file type",rdam:fileType.en,"Relates a manifestation to a general type of data content encoded in a computer file.",,,,,,,,,,,"file type","A general type of data content encoded in a computer file.",rdam:P30018,property,fileType,rdac:C10007,,rdau:P60093,rdam:P30124,,,,Published,3.19.2,4
14408,"is facsimile part of",rdam:facsimilePartOf.en,"Relates a manifestation to a manifestation that is a part manifestation that exactly reproduces another manifestation.",,,,,,,,,,,"facsimile part of","A manifestation that is a part manifestation that exactly reproduces another manifestation.",rdam:P30019,property,facsimilePartOf,rdac:C10007,,rdau:P60100,rdam:P30020,,,,Published,24.5,2
14409,"is part of manifestation",rdam:partOfManifestation.en,"Relates a manifestation to a manifestation that has another manifestation as a discrete component.",,"contained in manifestation",,,,,,,,,"part of manifestation","A manifestation that has another manifestation as a discrete component.",rdam:P30020,property,partOfManifestation,rdac:C10007,,rdau:P60101,rdam:P30048,,,,Published,24.5,2
14410,"has preservation facsimile of manifestation",rdam:preservationFacsimileOfManifestation.en,"Relates a manifestation to a manifestation that consists of an exact reproduction on preservation-quality media, such as acid-free permanent or archival paper.",,,,,,,,,,,"preservation facsimile of manifestation","A manifestation that consists of an exact reproduction on preservation-quality media, such as acid-free permanent or archival paper.",rdam:P30021,property,preservationFacsimileOfManifestation,rdac:C10007,,rdau:P60179,rdam:P30031,,,,Published,24.5,2
14411,"has insert",rdam:insert.en,"Relates a manifestation to a manifestation that is a separate part of another manifestation","An insert includes a map, illustration, or advertising supplement that is not integrated with the other manifestation.",,,,,,,,,,insert,"A manifestation that is a separate part of another manifestation",rdam:P30022,property,insert,rdac:C10007,,rdau:P60183,rdam:P30033,,,,Published,24.5,2
14413,"has equivalent manifestation",rdam:equivalentManifestation.en,"Relates a manifestation to a manifestation that embodies the same expression of a work.",,,,,,,,,,,"equivalent manifestation","A manifestation that embodies the same expression of a work.",rdam:P30024,property,equivalentManifestation,rdac:C10007,,rdau:P60191,rdam:P30048,,,,Published,24.5,2
14414,"is inserted in",rdam:insertedIn.en,"Relates a manifestation to a manifestation that includes another manifestation as a separate part.","An insert includes a map, illustration, or advertising supplement that is not integrated with the other manifestation.",,,,,,,,,,"inserted in","A manifestation that includes another manifestation as a separate part.",rdam:P30025,property,insertedIn,rdac:C10007,,rdau:P60194,rdam:P30020,,,,Published,24.5,2
14415,"is also issued as",rdam:alsoIssuedAs.en,"Relates a manifestation to a manifestation that embodies the same expression of a work in a different format.",,,,,,,,,,,"also issued as","A manifestation that embodies the same expression of a work in a different format.",rdam:P30026,property,alsoIssuedAs,rdac:C10007,,rdau:P60195,rdam:P30024,,,,Published,24.5,2
14416,"is accompanied by manifestation",rdam:accompaniedByManifestation.en,"Relates a manifestation to a manifestation that is issued with another manifestation, without any relationship to its content.",,,,,,,,,,,"accompanied by manifestation","A manifestation that is issued with another manifestation, without any relationship to its content.",rdam:P30027,property,accompaniedByManifestation,rdac:C10007,,rdau:P60196,rdam:P30048,,,,Published,24.5,2
14417,"has mirror site",rdam:mirrorSite.en,"Relates a manifestation to a manifestation that is an exact copy of a website, used to reduce network traffic or improve the availability of the content of the original site.",,,,,,,,,,,"mirror site","A manifestation that is an exact copy of a website, used to reduce network traffic or improve the availability of the content of the original site.",rdam:P30028,property,mirrorSite,rdac:C10007,,rdau:P60197,rdam:P30024,,,,Published,24.5,2
14418,"has digital transfer of manifestation",rdam:digitalTransferOfManifestation.en,"Relates a manifestation to a manifestation in a digital format that results from the transfer of a manifestation in another digital format.",,,,,,,,,,,"digital transfer of manifestation","A manifestation in a digital format that results from the transfer of a manifestation in another digital format.",rdam:P30029,property,digitalTransferOfManifestation,rdac:C10007,,rdau:P60200,rdam:P30039,,,,Published,24.5,2
14420,"has facsimile of manifestation",rdam:facsimileOfManifestation.en,"Relates a manifestation to a manifestation that exactly reproduces another manifestation.",,,,,,,,,,,"facsimile of manifestation","A manifestation that exactly reproduces another manifestation.",rdam:P30031,property,facsimileOfManifestation,rdac:C10007,,rdau:P60217,rdam:P30039,,,,Published,24.5,2
14422,"has part manifestation",rdam:partManifestation.en,"Relates a manifestation to a manifestation that is a discrete component of another manifestation.",,"container of manifestation",,,,,,,,,"part manifestation","A manifestation that is a discrete component of another manifestation.",rdam:P30033,property,partManifestation,rdac:C10007,,rdau:P60249,rdam:P30048,,,,Published,24.5,2
14424,"is issued with",rdam:issuedWith.en,"Relates a manifestation to a manifestation that is issued on the same carrier as a manifestation being described.",,,,,,,,,,,"issued with","A manifestation that is issued on the same carrier as a manifestation being described.",rdam:P30035,property,issuedWith,rdac:C10007,,rdau:P60256,rdam:P30027,,,,Published,24.5,2
14425,"is on disc with manifestation",rdam:onDiscWithManifestation.en,"Relates a manifestation to a manifestation that is issued on the same disc with a manifestation being described.",,,,,,,,,,,"on disc with manifestation","A manifestation that is issued on the same disc with a manifestation being described.",rdam:P30036,property,onDiscWithManifestation,rdac:C10007,,rdau:P60257,rdam:P30035,,,,Published,24.5,2
14426,"is filmed with manifestation",rdam:filmedWithManifestation.en,"Relates a manifestation to a manifestation that is issued on the same microform with a manifestation being described.",,,,,,,,,,,"filmed with manifestation","A manifestation that is issued on the same microform with a manifestation being described.",rdam:P30037,property,filmedWithManifestation,rdac:C10007,,rdau:P60258,rdam:P30035,,,,Published,24.5,2
14427,"is reprinted as manifestation",rdam:reprintedAsManifestation.en,"Relates a manifestation to a manifestation that is a reissue of another printed manifestation.",,,,,,,,,,,"reprinted as manifestation","A manifestation that is a reissue of another printed manifestation.",rdam:P30038,property,reprintedAsManifestation,rdac:C10007,,rdau:P60271,rdam:P30039,,,,Published,24.5,2
14428,"is reproduced as manifestation",rdam:reproducedAsManifestation.en,"Relates a manifestation to a manifestation that reproduces another manifestation.",,,,,,,,,,,"reproduced as manifestation","A manifestation that reproduces another manifestation.",rdam:P30039,property,reproducedAsManifestation,rdac:C10007,,rdau:P60272,rdam:P30024,,,,Published,24.5,2
14429,"is digital transfer of manifestation of",rdam:digitalTransferOfManifestationOf.en,"Relates a manifestation to a manifestation in a digital format that is transferred to another digital format.",,,,,,,,,,,"digital transfer of manifestation of","A manifestation in a digital format that is transferred to another digital format.",rdam:P30040,property,digitalTransferOfManifestationOf,rdac:C10007,,rdau:P60287,rdam:P30043,,,,Published,24.5,2
14432,"is reproduction of manifestation of",rdam:reproductionOfManifestationOf.en,"Relates a manifestation to a manifestation that is used as the basis for a reproduction.",,,,,,,,,,,"reproduction of manifestation of","A manifestation that is used as the basis for a reproduction.",rdam:P30043,property,reproductionOfManifestationOf,rdac:C10007,,rdau:P60297,rdam:P30024,,,,Published,24.5,2
14434,"is preservation facsimile of manifestation of",rdam:preservationFacsimileOfManifestationOf.en,"Relates a manifestation to a manifestation that is used as the basis for an exact reproduction on preservation-quality media, such as acid-free permanent or archival paper.",,,,,,,,,,,"preservation facsimile of manifestation of","A manifestation that is used as the basis for an exact reproduction on preservation-quality media, such as acid-free permanent or archival paper.",rdam:P30045,property,preservationFacsimileOfManifestationOf,rdac:C10007,,rdau:P60299,rdam:P30047,,,,Published,24.5,2
14435,"has facsimile part",rdam:facsimilePart.en,"Relates a manifestation to a manifestation that is exactly reproduced as a part of another manifestation.",,,,,,,,,,,"facsimile part","A manifestation that is exactly reproduced as a part of another manifestation.",rdam:P30046,property,facsimilePart,rdac:C10007,,rdau:P60300,rdam:P30033,,,,Published,24.5,2
14436,"is facsimile of manifestation of",rdam:facsimileOfManifestationOf.en,"Relates a manifestation to a manifestation that is used as the basis for an exact reproduction.",,,,,,,,,,,"facsimile of manifestation of","A manifestation that is used as the basis for an exact reproduction.",rdam:P30047,property,facsimileOfManifestationOf,rdac:C10007,,rdau:P60301,rdam:P30043,,,,Published,24.5,2
14437,"has related manifestation of manifestation",rdam:relatedManifestationOfManifestation.en,"Relates a manifestation to a manifestation that is associated with a manifestation.",,,,,,,,,,,"related manifestation of manifestation","A manifestation that is associated with a manifestation.",rdam:P30048,property,relatedManifestationOfManifestation,rdac:C10007,,rdau:P60313,rdam:P30264,rdax:P00004,,,Published,,1
14438,"has parallel name of manufacturer",rdam:parallelNameOfManufacturer.en,"Relates a manifestation to a name of manufacturer in another language or script.",,,,,,,,,,,"parallel name of manufacturer","A name of manufacturer in another language or script.",rdam:P30049,property,parallelNameOfManufacturer,rdac:C10007,,rdau:P60108,rdam:P30175,,,,Published,2.10.5,3
14439,"has note on issue, part, or iteration used as basis for identification of manifestation",rdam:noteOnIssuePartOrIterationUsedAsBasisForIdentificationOfManifestation.en,"Relates a manifestation to a note that identifies a part or iteration that is used for the base description of a multiunit or integrating manifestation.",,,,,,,,,,,"note on issue, part, or iteration used as basis for identification of manifestation","A note that identifies a part or iteration that is used for the base description of a multiunit or integrating manifestation.",rdam:P30050,property,noteOnIssuePartOrIterationUsedAsBasisForIdentificationOfManifestation,rdac:C10007,,rdau:P60122,rdam:P30137,,,,Published,2.17.13,6
14440,"has note on changes in carrier characteristics",rdam:noteOnChangesInCarrierCharacteristics.en,"Relates a manifestation to a note on manifestation that provides information on variations in the carrier characteristics that are found on manifestations of parts, issues, or iterations of a diachronic work.",,,,,,,,,,,"note on changes in carrier characteristics","A note on manifestation that provides information on variations in the carrier characteristics that are found on manifestations of parts, issues, or iterations of a diachronic work.",rdam:P30051,property,noteOnChangesInCarrierCharacteristics,rdac:C10007,,rdau:P60124,rdam:P30214,,,,Published,3.21.4,6
14441,"has note on distribution statement",rdam:noteOnDistributionStatement.en,"Relates a manifestation to a note on manifestation that provides information on the distribution of a manifestation.",,,,,,,,,,,"note on distribution statement","A note on manifestation that provides information on the distribution of a manifestation.",rdam:P30052,property,noteOnDistributionStatement,rdac:C10007,,rdau:P60125,rdam:P30137,,,,Published,2.17.8,6
14442,"has note on manufacture statement",rdam:noteOnManufactureStatement.en,"Relates a manifestation to a note on manifestation that provides information on the manufacture of a manifestation.",,,,,,,,,,,"note on manufacture statement","A note on manifestation that provides information on the manufacture of a manifestation.",rdam:P30053,property,noteOnManufactureStatement,rdac:C10007,,rdau:P60126,rdam:P30137,,,,Published,2.17.9,6
14443,"has note on production statement",rdam:noteOnProductionStatement.en,"Relates a manifestation to a note on manifestation that provides information on the production of a manifestation.",,,,,,,,,,,"note on production statement","A note on manifestation that provides information on the production of a manifestation.",rdam:P30054,property,noteOnProductionStatement,rdac:C10007,,rdau:P60127,rdam:P30137,,,,Published,2.17.6,6
14444,"has note on publication statement",rdam:noteOnPublicationStatement.en,"Relates a manifestation to a note on manifestation that provides information on the publication of a manifestation.",,,,,,,,,,,"note on publication statement","A note on manifestation that provides information on the publication of a manifestation.",rdam:P30055,property,noteOnPublicationStatement,rdac:C10007,,rdau:P60128,rdam:P30137,,,,Published,2.17.7,6
14446,"has note on statement of responsibility",rdam:noteOnStatementOfResponsibility.en,"Relates a manifestation to note on manifestation that provides information on an agent, and their function, who is responsible for a work or its expression that is embodied by a manifestation.",,,,,,,,,,,"note on statement of responsibility","A note on manifestation that provides information on an agent, and their function, who is responsible for a work or its expression that is embodied by a manifestation.",rdam:P30057,property,noteOnStatementOfResponsibility,rdac:C10007,,rdau:P60130,rdam:P30137,,,,Published,2.17.3,6
14447,"has note on series statement",rdam:noteOnSeriesStatement.en,"Relates a manifestation to a note on manifestation that provides information on a series with which a manifestation is associated.",,,,,,,,,,,"note on series statement","A note on manifestation that provides information on a series with which a manifestation is associated.",rdam:P30058,property,noteOnSeriesStatement,rdac:C10007,,rdau:P60131,rdam:P30137,,,,Published,2.17.11,6
14448,"has note on copyright date",rdam:noteOnCopyrightDate.en,"Relates a manifestation to a note on manifestation that provides information on a copyright date.",,,,,,,,,,,"note on copyright date","A note on manifestation that provides information on a copyright date.",rdam:P30059,property,noteOnCopyrightDate,rdac:C10007,,rdau:P60132,rdam:P30137,,,,Published,2.17.10,6
14449,"has note on dimensions of manifestation",rdam:noteOnDimensionsOfManifestation.en,"Relates a manifestation to a note on manifestation that provides information on the dimensions of a manifestation.",,,,,,,,,,,"note on dimensions of manifestation","A note on manifestation that provides information on the dimensions of a manifestation.",rdam:P30060,property,noteOnDimensionsOfManifestation,rdac:C10007,,rdau:P60133,rdam:P30214,,,,Published,3.21.3,6
14450,"has note on extent of manifestation",rdam:noteOnExtentOfManifestation.en,"Relates a manifestation to a note on manifestation that provides information on the extent of a manifestation.",,,,,,,,,,,"note on extent of manifestation","A note on manifestation that provides information on the extent of a manifestation.",rdam:P30061,property,noteOnExtentOfManifestation,rdac:C10007,,rdau:P60134,rdam:P30214,,,,Published,3.21.2,6
14451,"has note on numbering of sequence",rdam:noteOnNumberingOfSequence.en,"Relates a manifestation to a note on manifestation that provides information on the range of designators that is used to indicate a sequence of the individual parts or iterations of a manifestation.",,"note on numbering of serials",,,,,,,,,"note on numbering of sequence","A note on manifestation that provides information on the range of designators that is used to indicate a sequence of the individual parts or iterations of a manifestation.",rdam:P30062,property,noteOnNumberingOfSequence,rdac:C10007,,rdau:P60135,rdam:P30137,,,,Published,2.17.5,6
14452,"has note on title",rdam:noteOnTitle.en,"Relates a manifestation to a note on manifestation that provides information on inaccuracies appearing in titles, complex changes in titles, or on other information relating to a title.",,,,,,,,,,,"note on title","A note on manifestation that provides information on inaccuracies appearing in titles, complex changes in titles, or on other information relating to a title.",rdam:P30063,property,noteOnTitle,rdac:C10007,,rdau:P60136,rdam:P30137,,,,Published,2.17.2,6
14453,"has note on edition statement",rdam:noteOnEditionStatement.en,"Relates a manifestation to a note on manifestation that provides information on an edition of a manifestation.",,,,,,,,,,,"note on edition statement","A note on manifestation that provides information on an edition of a manifestation.",rdam:P30064,property,noteOnEditionStatement,rdac:C10007,,rdau:P60137,rdam:P30137,,,,Published,2.17.4,6
14454,"has publisher number for notated music",rdam:publisherNumberForNotatedMusic.en,"Relates a manifestation to an identifier for manifestation other than a plate number for notated music, assigned by a publisher to a manifestation of a notated music expression.","The number normally appears only on the title page, the cover, or the first page of music, and sometimes includes initials, abbreviations, or words identifying the publisher.",,,,,,,,,,"publisher number for notated music","An identifier for manifestation other than a plate number for notated music, assigned by a publisher to a manifestation of a notated music expression.",rdam:P30065,property,publisherNumberForNotatedMusic,rdac:C10007,,rdau:P60139,rdam:P30004,,,,Published,2.15.2,3
14455,"has plate number for notated music",rdam:plateNumberForNotatedMusic.en,"Relates a manifestation to an identifier for manifestation other than a publisher number for notated music, assigned by a publisher to a manifestation of a notated music expression to indicate the printing plate used in the printing process.","The number normally appears at the bottom of each page, and sometimes on the title page. The number may include initials, abbreviations, or words identifying the publisher, or followed by a number corresponding to the number of pages or plates or a number corresponding to an individual page or plate.",,,,,,,,,,"plate number for notated music","An identifier for manifestation other than a publisher number for notated music, assigned by a publisher to a manifestation of a notated music expression to indicate the printing plate used in the printing process.",rdam:P30066,property,plateNumberForNotatedMusic,rdac:C10007,,rdau:P60140,rdam:P30004,,,,Published,2.15.3,3
14456,"has broadcaster agent",rdam:broadcasterAgent.en,"Relates a manifestation to an agent who is involved in broadcasting a manifestation to an audience via radio, television, webcast, etc.",,broadcaster,,,,,,,,,"broadcaster agent","An agent who is involved in broadcasting a manifestation to an audience via radio, television, webcast, etc.",rdam:P30067,property,broadcasterAgent,rdac:C10007,,rdau:P60407,rdam:P30083,,,,Published,18.5,2
14457,"has film distributor agent",rdam:filmDistributorAgent.en,"Relates a manifestation to an agent who is involved in distributing a moving image manifestation to theatres or other distribution channels.",,"film distributor",,,,,,,,,"film distributor agent","An agent who is involved in distributing a moving image manifestation to theatres or other distribution channels.",rdam:P30068,property,filmDistributorAgent,rdac:C10007,,rdau:P60408,rdam:P30080,,,,Published,18.5,2
14458,"has book designer agent",rdam:bookDesignerAgent.en,"Relates a manifestation to an agent who is involved in manufacturing a manifestation by being responsible for the entire graphic design of a book, including arrangement of type and illustration, choice of materials, and process used.",,"book designer",,,,,,,,,"book designer agent","An agent who is involved in manufacturing a manifestation by being responsible for the entire graphic design of a book, including arrangement of type and illustration, choice of materials, and process used.",rdam:P30069,property,bookDesignerAgent,rdac:C10007,,rdau:P60409,rdam:P30082,,,,Published,18.5,2
14459,"has engraver agent",rdam:engraverAgent.en,"Relates a manifestation to an agent who is involved in manufacturing a manifestation by cutting letters, figures, etc., on a surface such as a wooden or metal plate used for printing.",,engraver,,,,,,,,,"engraver agent","An agent who is involved in manufacturing a manifestation by cutting letters, figures, etc., on a surface such as a wooden or metal plate used for printing.",rdam:P30070,property,engraverAgent,rdac:C10007,,rdau:P60410,rdam:P30082,,,,Published,18.5,2
14460,"has braille embosser agent",rdam:brailleEmbosserAgent.en,"Relates a manifestation to an agent who is involved in manufacturing a manifestation by embossing braille cells using a stylus, special embossing printer, or other device.",,"braille embosser",,,,,,,,,"braille embosser agent","An agent who is involved in manufacturing a manifestation by embossing braille cells using a stylus, special embossing printer, or other device.",rdam:P30071,property,brailleEmbosserAgent,rdac:C10007,,rdau:P60411,rdam:P30082,,,,Published,18.5,2
14461,"has printmaker agent",rdam:printmakerAgent.en,"Relates a manifestation to an agent who is involved in manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",,printmaker,,,,,,,,,"printmaker agent","An agent who is involved in manufacturing a manifestation by making a relief, intaglio, or planographic printing surface.",rdam:P30072,property,printmakerAgent,rdac:C10007,,rdau:P60412,rdam:P30082,,,,Published,18.5,2
14462,"has caster agent",rdam:casterAgent.en,"Relates a manifestation to an agent who is involved in manufacturing a manifestation by pouring a liquid or molten substance into a mold and leaving it to solidify to take the shape of the mold.",,caster,,,,,,,,,"caster agent","An agent who is involved in manufacturing a manifestation by pouring a liquid or molten substance into a mold and leaving it to solidify to take the shape of the mold.",rdam:P30073,property,casterAgent,rdac:C10007,,rdau:P60413,rdam:P30082,,,,Published,18.5,2
14463,"has lithographer agent",rdam:lithographerAgent.en,"Relates a manifestation to an agent who is involved in manufacturing a manifestation by preparing a stone or plate for lithographic printing.","A lithographer includes a graphic artist creating a design directly on the surface from which printing will be done.",lithographer,,,,,,,,,"lithographer agent","An agent who is involved in manufacturing a manifestation by preparing a stone or plate for lithographic printing.",rdam:P30074,property,lithographerAgent,rdac:C10007,,rdau:P60414,rdam:P30082,,,,Published,18.5,2
14464,"has platemaker agent",rdam:platemakerAgent.en,"Relates a manifestation to an agent who is involved in manufacturing a manifestation by preparing plates used in the production of printed images or text.",,platemaker,,,,,,,,,"platemaker agent","An agent who is involved in manufacturing a manifestation by preparing plates used in the production of printed images or text.",rdam:P30075,property,platemakerAgent,rdac:C10007,,rdau:P60415,rdam:P30082,,,,Published,18.5,2
14465,"has etcher agent",rdam:etcherAgent.en,"Relates a manifestation to an agent who is involved in manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",,etcher,,,,,,,,,"etcher agent","An agent who is involved in manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",rdam:P30076,property,etcherAgent,rdac:C10007,,rdau:P60416,rdam:P30082,,,,Published,18.5,2
14466,"has collotyper agent",rdam:collotyperAgent.en,"Relates a manifestation to an agent who is involved in manufacturing a manifestation by using a photomechanical process for making prints directly from a hardened film of gelatin or other colloid that has ink-receptive and ink-repellent surfaces.",,collotyper,,,,,,,,,"collotyper agent","An agent who is involved in manufacturing a manifestation by using a photomechanical process for making prints directly from a hardened film of gelatin or other colloid that has ink-receptive and ink-repellent surfaces.",rdam:P30077,property,collotyperAgent,rdac:C10007,,rdau:P60417,rdam:P30082,,,,Published,18.5,2
14467,"has printer agent",rdam:printerAgent.en,"Relates a manifestation to an agent who is involved in manufacturing a manifestation of printed text, notated music, etc., from type or plates, such as a book, newspaper, magazine, broadside, score, etc.",,printer,,,,,,,,,"printer agent","An agent who is involved in manufacturing a manifestation of printed text, notated music, etc., from type or plates, such as a book, newspaper, magazine, broadside, score, etc.",rdam:P30078,property,printerAgent,rdac:C10007,,rdau:P60418,rdam:P30082,,,,Published,18.5,2
14469,"has distributor agent",rdam:distributorAgent.en,"Relates a manifestation to an agent who is responsible for distributing a manifestation.",,distributor,,,,,,,,,"distributor agent","An agent who is responsible for distributing a manifestation.",rdam:P30080,property,distributorAgent,rdac:C10007,,rdau:P60438,rdam:P30267,,,,Published,21.4,2
14470,"has producer agent of unpublished manifestation",rdam:producerAgentOfUnpublishedManifestation.en,"Relates a manifestation to an agent who is responsible for inscribing, fabricating, constructing, etc., an unpublished manifestation.",,"producer of unpublished manifestation",,,,,,,,,"producer agent of unpublished manifestation","An agent who is responsible for inscribing, fabricating, constructing, etc., an unpublished manifestation.",rdam:P30081,property,producerAgentOfUnpublishedManifestation,rdac:C10007,,rdau:P60440,rdam:P30329,,,,Published,21.2,2
14471,"has manufacturer agent",rdam:manufacturerAgent.en,"Relates a manifestation to an agent who is responsible for printing, duplicating, casting, etc., a published manifestation.",,manufacturer,,,,,,,,,"manufacturer agent","An agent who is responsible for printing, duplicating, casting, etc., a published manifestation.",rdam:P30082,property,manufacturerAgent,rdac:C10007,,rdau:P60443,rdam:P30329,,,,Published,21.5,2
14472,"has publisher agent",rdam:publisherAgent.en,"Relates a manifestation to an agent who is responsible for publishing, releasing, or issuing a manifestation.",,publisher,,,,,,,,,"publisher agent","An agent who is responsible for publishing, releasing, or issuing a manifestation.",rdam:P30083,property,publisherAgent,rdac:C10007,,rdau:P60444,rdam:P30329,,,,Published,21.3,2
14473,"has applied material",rdam:appliedMaterial.en,"Relates a manifestation to a physical or chemical substance applied to a base material of a manifestation.",,,,,,,,,,,"applied material","A physical or chemical substance applied to a base material of a manifestation.",rdam:P30084,property,appliedMaterial,rdac:C10007,,rdau:P60159,rdam:P30304,,,,Published,3.7,4
14474,"has place of distribution",rdam:placeOfDistribution.en,"Relates a manifestation to a place associated with the distribution of a published manifestation.",,,,,,,,,,,"place of distribution","A place associated with the distribution of a published manifestation.",rdam:P30085,property,placeOfDistribution,rdac:C10007,,rdau:P60160,rdam:P30279,,,,Published,2.9.2,3
14475,"has place of production",rdam:placeOfProduction.en,"Relates a manifestation to a place associated with the inscription, fabrication, construction, etc., of an unpublished manifestation.",,,,,,,,,,,"place of production","A place associated with the inscription, fabrication, construction, etc., of an unpublished manifestation.",rdam:P30086,property,placeOfProduction,rdac:C10007,,rdau:P60161,rdam:P30279,,,,Published,2.7.2,3
14476,"has place of manufacture",rdam:placeOfManufacture.en,"Relates a manifestation to a place associated with the printing, duplicating, casting, etc., of a published manifestation.",,,,,,,,,,,"place of manufacture","A place associated with the printing, duplicating, casting, etc., of a published manifestation.",rdam:P30087,property,placeOfManufacture,rdac:C10007,,rdau:P60162,rdam:P30279,,,,Published,2.10.2,3
14477,"has place of publication",rdam:placeOfPublication.en,"Relates a manifestation to a place associated with the publication, release, or issuing of a published manifestation.",,,,,,,,,,,"place of publication","A place associated with the publication, release, or issuing of a published manifestation.",rdam:P30088,property,placeOfPublication,rdac:C10007,,rdau:P60163,rdam:P30279,,,,Published,2.8.2,3
14478,"has parallel place of distribution",rdam:parallelPlaceOfDistribution.en,"Relates a manifestation to a place of distribution in another language or script.",,,,,,,,,,,"parallel place of distribution","A place of distribution in another language or script.",rdam:P30089,property,parallelPlaceOfDistribution,rdac:C10007,,rdau:P60164,rdam:P30085,,,,Published,2.9.3,3
14479,"has parallel place of manufacture",rdam:parallelPlaceOfManufacture.en,"Relates a manifestation to a place of manufacture in another language or script.",,,,,,,,,,,"parallel place of manufacture","A place of manufacture in another language or script.",rdam:P30090,property,parallelPlaceOfManufacture,rdac:C10007,,rdau:P60165,rdam:P30087,,,,Published,2.10.3,3
14480,"has parallel place of production",rdam:parallelPlaceOfProduction.en,"Relates a manifestation to a place of production in another language or script.",,,,,,,,,,,"parallel place of production","A place of production in another language or script.",rdam:P30091,property,parallelPlaceOfProduction,rdac:C10007,,rdau:P60166,rdam:P30086,,,,Published,2.7.3,3
14481,"has parallel place of publication",rdam:parallelPlaceOfPublication.en,"Relates a manifestation to a place of publication in another language or script.",,,,,,,,,,,"parallel place of publication","A place of publication in another language or script.",rdam:P30092,property,parallelPlaceOfPublication,rdac:C10007,,rdau:P60167,rdam:P30088,,,,Published,2.8.3,3
14482,"is reprint of manifestation of",rdam:reprintOfManifestationOf.en,"Relates a manifestation to a printed manifestation that is used as the basis for a reissue of a manifestation.",,,,,,,,,,,"reprint of manifestation of","A printed manifestation that is used as the basis for a reissue of a manifestation.",rdam:P30093,property,reprintOfManifestationOf,rdac:C10007,,rdau:P60168,rdam:P30043,,,,Published,24.5,2
14483,"has parallel name of producer",rdam:parallelNameOfProducer.en,"Relates a manifestation to a name of producer in another language or script.",,,,,,,,,,,"parallel name of producer","A name of producer in another language or script.",rdam:P30094,property,parallelNameOfProducer,rdac:C10007,,rdau:P60172,rdam:P30174,,,,Published,2.7.5,3
14484,"has parallel name of publisher",rdam:parallelNameOfPublisher.en,"Relates a manifestation to a name of publisher in another language or script.",,,,,,,,,,,"parallel name of publisher","A name of publisher in another language or script.",rdam:P30095,property,parallelNameOfPublisher,rdac:C10007,,rdau:P60173,rdam:P30176,,,,Published,2.8.5,3
14485,"has encoding format",rdam:encodingFormat.en,"Relates a manifestation to a schema, standard, etc., that is used to encode the digital content of a manifestation.",,,,,,,,,,,"encoding format","A schema, standard, etc., that is used to encode the digital content of a manifestation.",rdam:P30096,property,encodingFormat,rdac:C10007,,rdau:P60314,rdam:P30124,,,,Published,3.19.3,5
14486,"has first alphanumeric designation of alternative sequence",rdam:firstAlphanumericDesignationOfAlternativeSequence.en,"Relates a manifestation to a designation in the form of numbers or alphabetic characters that is used to indicate the first in a concurrent sequence of numbering of the parts or iterations of a manifestation.",,"alternative numeric and/or alphabetic designation of first issue or part of sequence",,,,,,,,,"first alphanumeric designation of alternative sequence","A designation in the form of numbers or alphabetic characters that is used to indicate the first in a concurrent sequence of numbering of the parts or iterations of a manifestation.",rdam:P30097,property,firstAlphanumericDesignationOfAlternativeSequence,rdac:C10007,,rdau:P60820,,,,,Published,2.6.6,6
14487,"has last alphanumeric designation of alternative sequence",rdam:lastAlphanumericDesignationOfAlternativeSequence.en,"Relates a manifestation to a designation in the form of numbers or alphabetic characters that is used to indicate the last in a concurrent sequence of numbering of the parts or iterations of a manifestation.",,"alternative numeric and/or alphabetic designation of last issue or part of sequence",,,,,,,,,"last alphanumeric designation of alternative sequence","A designation in the form of numbers or alphabetic characters that is used to indicate the last in a concurrent sequence of numbering of the parts or iterations of a manifestation.",rdam:P30098,property,lastAlphanumericDesignationOfAlternativeSequence,rdac:C10007,,rdau:P60821,,,,,Published,2.6.8,6
14488,"has first chronological designation of alternative sequence",rdam:firstChronologicalDesignationOfAlternativeSequence.en,"Relates a manifestation to a designation in the form of a date or other timespan that is used to indicate the first in a concurrent sequence of numbering of the parts or iterations of a manifestation.","A designation includes a year; year and month; month, day, and year. An alternative chronological designation may include a date in a different calendar.","alternative chronological designation of first issue or part of sequence",,,,,,,,,"first chronological designation of alternative sequence","A designation in the form of a date or other timespan that is used to indicate the first in a concurrent sequence of numbering of the parts or iterations of a manifestation.",rdam:P30099,property,firstChronologicalDesignationOfAlternativeSequence,rdac:C10007,,rdau:P60818,,,,,Published,2.6.7,6
